,star_ra_deg,star_dec_deg,star_distance_pc,star_radius_solar,star_teff_k,planet_orbit_semi_major_axis_au,planet_orbit_eccentricity,planet_orbit_inclination_deg,planet_radius_earth,planet_equilibrium_temp_k,planet_orbital_period_days,star_luminosity_solar,ra_rad,dec_rad,star_cartesian_x,star_cartesian_y,star_cartesian_z,star_habitable_zone_inner_au,star_habitable_zone_outer_au
866,326.3416874,-12.7833522,40.7583,1.31,6500.0,3.53,0.41,150.9,16.365,1182.0,2090.0,0.456,5.695736931644094,-0.22311158533206066,33.08459302787244,-22.029919208760447,-9.018391360189575,0.6438520439863917,0.9275652852983266
867,328.7181708,-77.3388025,23.606,0.77,4819.0,0.0629,0.231,88.79,2.25,743.0,6.441008,-0.509,5.737214391593082,-1.3498167431746217,4.421901467013881,-2.6866378212533246,-23.031977783799455,,
868,50.0139757,-28.7841175,35.9715,0.83,5256.0,0.0529,0.1,,1.21,,5.3135,-0.31,0.8729085479774358,-0.5023776226559189,20.259188740269707,24.155924629939417,-17.320663645161392,,
869,50.0139757,-28.7841175,35.9715,0.83,5256.0,0.1004,0.09,,2.17,,13.8905,-0.31,0.8729085479774358,-0.5023776226559189,20.259188740269707,24.155924629939417,-17.320663645161392,,
870,50.0139757,-28.7841175,35.9715,0.83,5256.0,0.1647,0.11,,3.25,,29.158,-0.31,0.8729085479774358,-0.5023776226559189,20.259188740269707,24.155924629939417,-17.320663645161392,,
871,50.0139757,-28.7841175,35.9715,0.83,5256.0,0.3374,0.06,,3.83,,85.5073,-0.31,0.8729085479774358,-0.5023776226559189,20.259188740269707,24.155924629939417,-17.320663645161392,,
872,50.0166232,-28.8543535,35.9864,1.13,5782.13,1.3649,0.95,,13.6,,597.0643,0.107,0.8729547555693823,-0.5036034721093496,20.252799605463593,24.15057299999311,-17.366488328759438,0.3118857599710626,0.44931814169119655
873,328.1517893,-26.0271749,58.9291,0.89,5726.0,0.586,0.197,,14.2,,160.07,-0.11,5.7273291695956985,-0.45425989699742586,44.980758687144174,-27.941677914562014,-25.85793514683221,,
874,328.1517893,-26.0271749,58.9291,0.9,5710.0,2.112,0.27,,14.0,,1155.7,-0.112,5.7273291695956985,-0.45425989699742586,44.980758687144174,-27.941677914562014,-25.85793514683221,,
875,325.2016451,84.3337613,28.2938,0.78,5106.0,0.117,0.0,88.757,2.343,582.0,16.20166,-0.421,5.675839439897084,1.4719018052759736,2.293961464704021,-1.5942470719474657,28.155554256878695,,
876,49.9997666,-43.0666533,6.00278,0.92,5401.0,0.1207,0.0,90.0,1.45,660.0,18.315,-0.163,0.8726605523986907,-0.7516548978998813,2.8188879798866386,3.359392085205952,-4.098990498050249,,
877,49.9997666,-43.0666533,6.00278,0.92,5401.0,0.2036,0.0,90.0,1.35,508.0,40.114,-0.163,0.8726605523986907,-0.7516548978998813,2.8188879798866386,3.359392085205952,-4.098990498050249,,
878,49.9997666,-43.0666533,6.00278,0.92,5401.0,0.3499,0.0,90.0,2.04,388.0,90.309,-0.163,0.8726605523986907,-0.7516548978998813,2.8188879798866386,3.359392085205952,-4.098990498050249,,
879,49.9997666,-43.0666533,6.00278,0.92,5401.0,0.509,0.29,,2.03,,147.02,-0.163,0.8726605523986907,-0.7516548978998813,2.8188879798866386,3.359392085205952,-4.098990498050249,,
880,329.3332489,-37.7641354,45.147,1.2,6067.0,0.524,0.24,,14.2,,130.08,0.244,5.747949529594994,-0.6591085018989459,30.699076544253163,-18.203690763641223,-27.648579546005763,0.47097577625413156,0.6785111336526218
881,329.0999413,21.239922,312.202,51.1,4035.0,2.1,0.08,,12.5,,875.5,2.863,5.743877543805068,0.370706571766779,249.69211758273346,-149.43799701346265,113.10269788848862,1.613297019375934,2.324195945365371
882,50.1794053,-33.72969,47.7223,0.76,4802.0,0.95,0.75,,13.7,,380.85001,-0.529,0.875795839177693,-0.5886941461770061,25.416296940234698,30.48330020124774,-26.499022170193854,,
883,,,,,,,,,,,,,,,,,,,
884,330.7950219,18.8842419,48.3016,1.19,6091.0,0.04707,0.0,86.71,15.581,1459.0,3.52474859,0.231,5.773462281361748,0.32959219789806976,39.89211865452849,-22.29950035237379,15.633160775975568,0.458257569495584,0.6601886522834012
885,332.3951324,-41.225205,42.2029,1.06,5790.0,1.487,0.24,,14.3,,649.918,0.056,5.8013894779824815,-0.719515562059629,28.128499781539677,-14.708267240509157,-27.81257167598292,0.22563042992710647,0.3250544221488004
886,332.3748117,-7.5505962,21.2985,1.07,5538.0,1.13,0.48,,13.6,,442.19,-0.032,5.801034814861172,-0.13178276417857226,18.706845326820343,-9.790176327843398,-2.798658185301428,,
887,332.9638643,16.0404806,54.1963,4.54,4912.0,1.079,0.071,,13.6,,355.5,1.035,5.8113157221986045,0.27995920007227554,46.394274506663386,-23.67593212560061,14.975328533101262,0.9700046860242948,1.397437007052284
888,333.8158177,58.2755601,83.0919,1.21,6273.0,0.768,0.084,,12.8,380.0,223.8,0.364,5.826185114102165,1.017100397188836,39.20886573419964,-19.279710319018292,70.67688068571111,0.5752469825293227,0.82872942075818
889,334.5286724,61.1349912,64.6353,1.13,5652.0,2.656,0.68,,14.0,,1558.0,0.07,5.838626775705481,1.0670068846177592,28.16967066800572,-13.418943793508806,56.604978650404504,0.2522624895547565,0.3634218921558155
890,335.5661579,-54.5596006,13.1277,0.57,4127.0,0.143,0.15,,3.66,,25.201,-1.065,5.856734313622181,-0.9522446690430738,6.930422686678356,-3.1487163013673083,-10.69538846080299,,
891,336.8803957,-77.7183219,54.2304,1.16,6239.0,0.03,0.0,,14.2,,2.24571,0.243,5.8796720903863475,-1.3564406062798153,10.60930819308192,-4.529544563778305,-52.98926391137125,0.47000967108038416,0.6771193144769508
892,336.762413,-17.2641046,111.155,5.27,5003.0,1.19,0.076,,13.3,,380.7,1.188,5.877612903810954,-0.30131546767869866,97.53612031253054,-41.87979522614921,-32.98821018478237,1.0392304845413263,1.497167136281806
893,337.7506266,-49.4341037,40.8707,1.51,5979.0,1.89,0.42,63.0,12.8,,882.70001,0.429,5.8948604848439405,-0.8627878723373112,24.600164216426432,-10.063878837592348,-31.04777579404221,0.6244997998398398,0.899685479633939
894,337.7069969,40.7222277,64.4527,1.43,5729.54,13.0,0.53,,13.1,,17000.0,0.285,5.894099002927283,0.7107369521118376,45.19644126401379,-18.529964051597577,42.048456173860316,0.5090097337879788,0.7333047450116518
895,337.7727845,45.1452472,41.0014,1.08,5840.0,0.099,0.413,,2.99,,11.12214,0.089,5.895247213154269,0.787933205266751,26.7698527270602,-10.939410761085828,29.065771607369154,0.2844452335847639,0.4097859542515907
896,338.9837166,-59.864829,48.0883,1.1,5978.0,0.02012,0.0,80.09,1.745,2128.0,1.008035,0.139,5.916381965317358,-1.0448383721933845,22.536349443042266,-8.658243399340783,-41.5888491294104,0.3554766326548573,0.5121173214639358
897,338.9837166,-59.864829,48.0883,1.1,5978.0,0.056798,0.0,,4.71,1265.0,4.78503,0.139,5.916381965317358,-1.0448383721933845,22.536349443042266,-8.658243399340783,-41.5888491294104,0.3554766326548573,0.5121173214639358
898,51.5474155,-30.6168403,29.1328,0.83,5605.0,0.362,0.4,,9.52,,84.288,-0.266,0.8996721213685591,-0.5343646697922885,15.591111285880979,19.63404264178207,-14.837171369636401,,
899,340.0832062,31.7875183,101.368,2.04,6215.0,3.08,0.161,99.51,12.1,,1854.84424,0.638,5.935571678928794,0.5547968553729506,81.00996986764164,-29.352058655023953,53.39768589326532,0.7615773105863908,1.0971661610283376
900,340.8380941,-6.4020685,21.5974,0.73,4935.0,0.057638,0.0,,1.19,,5.75999,-0.523,5.948746958267258,-0.1117371742632146,20.27357054415895,-7.044893869735501,-2.408213967896908,,
901,340.8380941,-6.4020685,21.5974,0.73,4935.0,0.067393,0.0,,1.17,,7.28243,-0.523,5.948746958267258,-0.1117371742632146,20.27357054415895,-7.044893869735501,-2.408213967896908,,
902,340.8380941,-6.4020685,21.5974,0.73,4935.0,0.08799,0.0,,1.48,,10.86499,-0.523,5.948746958267258,-0.1117371742632146,20.27357054415895,-7.044893869735501,-2.408213967896908,,
903,340.8380941,-6.4020685,21.5974,0.73,4935.0,0.15417,0.0,,1.51,,25.1967,-0.523,5.948746958267258,-0.1117371742632146,20.27357054415895,-7.044893869735501,-2.408213967896908,,
904,51.6403449,-43.6136649,79.208,1.04,5871.0,0.1726,0.0,89.23,2.697,637.0,25.1292,0.066,0.901294045370462,-0.7612020513664836,35.589415622250876,44.96767781734645,-54.63706353183719,0.2449489742783178,0.352885678211503
905,341.652714,-56.5997984,40.5468,0.85,5110.0,0.05,0.16,,2.4,,3.93404,-0.41,5.962964757674526,-0.9878528380450184,21.185719215900626,-7.025908898185151,-33.85033080635138,,
906,341.652714,-56.5997984,40.5468,0.9,5113.0,1.31,0.47,90.0,13.0,,566.0,-0.41,5.962964757674526,-0.9878528380450184,21.185719215900626,-7.025908898185151,-33.85033080635138,,
907,343.4094703,-48.5986332,32.9834,1.8,5999.0,2.56,0.07,,13.7,,1311.0,0.557,5.993625939264679,-0.8482061613090279,20.904828034859545,-6.228237695501106,-24.740693110769747,0.7115923245536283,1.0251553034669505
908,343.6639631,-70.0733957,26.6902,1.39,5909.0,2.57,0.31,148.0,13.0,,1359.0,0.35,5.998067676547299,-1.2230114730178367,8.72921372417645,-2.558561652341194,-25.0922570939487,0.5640760748177661,0.8126360553720011
909,341.8768719,83.6975307,19.552,0.76,5103.0,0.198,0.09,,3.18,,35.45,-0.452,5.966877051073883,1.4607974865040343,2.039882270026318,-0.6676478078113722,19.43383211641896,,
910,341.8768719,83.6975307,19.552,0.76,5103.0,0.528,0.12,,3.03,,154.43,-0.452,5.966877051073883,1.4607974865040343,2.039882270026318,-0.6676478078113722,19.43383211641896,,
911,343.2665641,44.4777303,376.233,9.83,4639.0,0.61,0.38,,13.8,,148.60001,1.8,5.991131755553165,0.7762828375490453,257.0831850370986,-77.29220916293131,263.6008737900817,1.2792042981336627,1.8428853505018536
912,343.9748751,-26.6595286,36.6625,0.93,5399.0,0.46,0.37,,14.1,,118.45,-0.1,6.00349411463126,-0.4652965510995944,31.491638024496265,-9.045028697055844,-16.450018135355876,,
913,51.8040469,-58.3232726,33.255,0.91,5430.0,0.1455,0.12,,2.8,,22.6786,-0.208,0.9041511842625617,-1.017933137408194,10.79833720434353,13.72423343072898,-28.300818987445428,,
914,51.8040469,-58.3232726,33.255,0.91,5430.0,0.2586,0.07,,4.34,,53.7357,-0.208,0.9041511842625617,-1.017933137408194,10.79833720434353,13.72423343072898,-28.300818987445428,,
915,344.5647243,-2.3954489,20.0619,1.11,5622.0,0.08,0.13,,13.6,,7.12682,0.098,6.013788925261514,-0.041808470368276396,19.321403154503695,-5.334801557936636,-0.8385130223029693,0.2984810028978546,0.43000658178376583
916,344.5647243,-2.3954489,20.0619,1.2,5575.0,5.32,0.517,,13.2,,4270.0,0.098,6.013788925261514,-0.041808470368276396,19.321403154503695,-5.334801557936636,-0.8385130223029693,0.2984810028978546,0.43000658178376583
917,51.7501882,-63.500166,16.32,0.7,4640.0,0.0695,,88.9,0.892,701.0,7.78993,-0.686,0.9032111726167177,-1.1082869722629576,4.508165156772941,5.718618874750984,-14.605349878883429,,
918,345.7838088,-0.4303594,55.4847,1.27,5966.0,2.446,0.311,69.767,12.3,,1301.36009,0.276,6.0350659636465425,-0.007511188496907285,53.78401875540759,-13.625622124404584,-0.41675212165164804,0.5009082659620331,0.721633367424991
919,345.7838088,-0.4303594,55.4847,1.34,5966.0,0.038,0.399,,2.61,,2.52221,0.304,6.0350659636465425,-0.007511188496907285,53.78401875540759,-13.625622124404584,-0.41675212165164804,0.5257029925382167,0.7573538840333344
920,346.136577,-25.6917758,61.7957,1.33,5930.64,3.758,0.156,91.357,14.2,,2560.19774,0.292,6.041222930232876,-0.44840607839420016,54.06436276634091,-13.342955033554736,-26.790273759930596,0.5152228114656274,0.7422556138059281
921,347.297417,-2.2611645,28.8274,0.85,4730.0,0.69,0.3,,9.32,,225.7,-0.452,6.061483410321728,-0.03946476545421132,28.09994218726143,-6.333926616437001,-1.1373712894900414,,
922,348.5319387,-62.7018297,29.1864,1.91,5362.0,5.935,0.768,90.178,12.5,,5478.68861,0.425,6.083029878674045,-1.0943533752897683,13.118268784921481,-2.661327534361435,-25.935965468850476,0.621581560508061,0.8954813188742857
923,348.3372026,57.1696255,6.53127,0.78,4699.0,0.03876,0.0,85.05,1.602,1015.0,3.092926,-0.577,6.079631092556553,0.9977981971071095,3.4678469796361933,-0.7158086331035237,5.488091028718693,,
924,348.3372026,57.1696255,6.53127,0.78,4699.0,0.0653,0.062,87.28,1.511,782.0,6.76458,-0.577,6.079631092556553,0.9977981971071095,3.4678469796361933,-0.7158086331035237,5.488091028718693,,
925,348.3372026,57.1696255,6.53127,0.78,4699.0,0.237,0.138,,1.61,410.0,46.859,-0.577,6.079631092556553,0.9977981971071095,3.4678469796361933,-0.7158086331035237,5.488091028718693,,
926,348.3372026,57.1696255,6.53127,0.78,4699.0,0.1463,0.148,,1.31,523.0,22.717,-0.577,6.079631092556553,0.9977981971071095,3.4678469796361933,-0.7158086331035237,5.488091028718693,,
927,348.3372026,57.1696255,6.53127,0.77,4913.0,0.3753,0.0,,3.28,,94.2,-0.509,6.079631092556553,0.9977981971071095,3.4678469796361933,-0.7158086331035237,5.488091028718693,,
928,348.3372026,57.1696255,6.53127,0.77,4913.0,3.11,0.06,,12.7,,2247.0,-0.509,6.079631092556553,0.9977981971071095,3.4678469796361933,-0.7158086331035237,5.488091028718693,,
929,348.3604055,11.0649832,104.935,11.22,4831.0,0.94,0.11,,14.0,,275.5,1.795,6.080036059557563,0.19312038851785823,100.86651084266796,-20.777572780000963,20.139356613300986,1.2774263899803313,1.8403240075677403
930,348.7243579,56.7303001,165.184,2.9,4820.0,3.2,0.4,,13.8,,2093.3,0.62,6.086388227258098,0.9901305223894684,88.86766392447606,-17.71822646456897,138.10994394161713,0.7507571935295483,1.0815781621106804
931,349.5592665,-56.9039857,94.1719,1.03,5527.0,0.104,0.0,88.938,4.24,838.0,6.04345,-0.028,6.100960131281314,-0.9931619079727703,50.57057181085416,-9.318604980799043,-78.8931404974163,,
932,349.6947029,18.6457524,73.114,1.56,5891.0,0.049,0.091,,4.59,,3.83483,0.42,6.1033239423883625,0.3254297708916347,68.15896183772007,-12.393092308217652,23.375717748215052,0.6179143806533246,0.8901981971385244
933,349.6947029,18.6457524,73.114,1.61,5891.0,5.657,0.811,122.816,12.2,,4789.87297,0.42,6.1033239423883625,0.3254297708916347,68.15896183772007,-12.393092308217652,23.375717748215052,0.6179143806533246,0.8901981971385244
934,350.0599827,61.9701062,324.54,54.92,3787.0,1.6,0.14,,12.2,,672.09998,2.894,6.109699277589389,1.0815823910005515,150.22243358128003,-26.326141183882015,286.4722784830746,1.6220077345404649,2.3367450349771937
935,350.4946927,16.6323305,64.411,0.98,5683.0,2.729,0.187,,9.32,,1728.0,-0.003,6.117286398380734,0.2902889295048747,60.868778763041135,-10.191736497557784,18.43630114909986,,
936,351.4707282,-20.6167923,46.8778,1.07,5921.0,3.396,0.054,71.0,13.7,,2266.4,0.093,6.134321431472083,-0.35983090683481456,43.3903216571125,-6.507391531341759,-16.50642222863986,0.2907670107585359,0.41889342094762905
937,351.6144715,8.6428871,50.5103,1.68,5940.0,4.94,0.51,,13.6,,3724.7,0.498,6.136830225334765,0.1508468367731444,49.40285030602882,-7.282428680959867,7.590455864889917,0.6728501116350303,0.9693413441659413
938,351.6534162,56.8871415,64.6498,1.42,5960.0,0.74,0.404,,13.1,,218.47,0.357,6.137509938575966,0.9928679212229058,34.94345605533045,-5.126717476883012,54.15042277638663,0.5696889103233926,0.8207221854320604
939,352.836223,-58.209754,55.9231,1.14,6304.0,1.25,0.08,,13.1,,456.1,0.22,6.158153811650945,-1.0159518640759393,29.2309304513901,-3.6739517416345238,-47.53365015603299,0.4472135954999579,0.644278153923165
940,353.0331863,-21.8012007,95.5483,2.94,5080.0,0.1228,0.115,85.75,9.17,789.0,14.2767,0.712,6.161591469741538,-0.3805027331030925,88.0594816983985,-10.760574566444413,-35.4854244852645,0.8045326141759123,1.1590497083452005
941,353.3319001,-77.3853286,31.1415,1.95,5847.0,10.1,0.12,14.0,12.0,,10066.0,0.603,6.166805009072681,-1.3506287768077339,6.755083420203153,-0.7897272997072917,-30.389771322407043,0.740393016027176,1.0666470123975427
942,353.2293802,63.1556146,55.8535,1.85,5620.0,2.306,0.123,,13.5,,1173.0,0.422,6.165015699268866,1.1022734158906016,25.04580785310738,-2.9735069351775536,49.8345184359363,0.619383858068939,0.8923151994078884
943,354.531982,-70.9032461,91.1538,4.1,4806.0,1.83,0.08,,13.5,,871.0,0.929,6.1877503895212715,-1.2374950947968286,29.68656988051087,-2.841768035706557,-86.1373738722094,0.9189915421512075,1.3239449341567213
944,354.5025617,48.9960191,50.6078,1.85,5701.0,5.14,0.16,68.0,13.4,,3999.0,0.509,6.187236908419346,0.8551418536650288,33.05163375263337,-3.181018918999687,38.191884553642446,0.6802405991465613,0.9799884481413881
945,354.9078642,-72.7253271,11.4469,0.71,4751.0,10.8,0.56,49.9,12.8,,14892.0,-0.666,6.194310771510911,-1.2692964074848594,3.385773297353494,-0.30170380252786727,-10.930555045580634,,
946,355.4640788,-5.9862379,42.1586,1.13,5790.0,1.34,0.73,,12.6,,572.38,0.115,6.204018547628574,-0.10447956116267106,41.79738517253402,-3.3158937553962384,-4.396702776144607,0.3233348953414316,0.4658123356840947
947,359.7164302,-61.5868613,79.0608,1.54,6097.0,2.375,0.476,91.125,12.7,,1202.05199,0.47,6.278236080510364,-1.0748935056540754,37.61871652024978,-0.18618507525790798,-69.53709513005873,0.6536610186271835,0.9416965821485117
948,359.9749837,-22.4279999,93.5015,1.93,5894.0,0.191,0.104,,14.0,,26.6904,0.61,6.28274869037792,-0.39144244289195895,86.42901004274293,-0.037736360334014604,-35.67289308772907,0.7446780878644507,1.0728203000626038
949,53.7565398,-48.4178173,13.5956,0.67,4385.0,0.051,,,2.22,573.0,5.09071,-1.174,0.9382286139893741,-0.8450503285140711,5.334741548425778,7.277411216226175,-10.169570195511962,,
950,53.8148478,-49.4172669,161.183,5.69,5038.0,1.9,0.03,,13.4,,872.6,1.274,0.939246280569627,-0.8624940147418114,61.90712298066502,84.63136563692586,-122.41323279648233,1.0761885607001305,1.5504107794083672
951,55.2065581,31.8258855,32.6034,0.74,5027.0,1.167,0.8191,,12.3,,528.07,-0.476,0.963536207538545,0.5554664893377218,15.807090419336301,22.74897824757006,17.19306757755901,,
952,54.819538,-42.7630276,62.7792,1.12,6169.0,0.2958,,,2.607,546.0,47.42489,0.209,0.9567814325221473,-0.7463556297412087,26.555202757484835,37.67166554825169,-42.62504866823658,0.43588989435406733,0.6279646667142263
953,54.9281897,-52.9162344,33.4591,1.07,5974.0,1.6,0.1,,13.2,,730.59998,0.133,0.9586777624250363,-0.9235625180370861,11.592743005250913,16.51206777177408,-26.692158030488013,0.3477198454346414,0.5009425079052636
954,54.8491271,-60.077229,93.8555,1.49,5843.0,2.37,0.406,,13.5,,1211.17,0.452,0.957297859739849,-1.0485454515246204,26.95468092797506,38.280336912212476,-81.34442735804686,0.6410219114110616,0.9234880555152001
955,293.017622,16.4743566,108.877,1.53,6101.0,0.567,0.13,,13.7,,141.63,0.47,5.114122270264172,0.28753176481765846,40.82471795559991,-96.094824775336,30.876013088531888,0.6536610186271835,0.9416965821485117
956,137.4535054,53.5682016,847.058,10.9,4791.0,0.747,0.05,,12.7,,192.0,1.75,2.3990162376378055,0.9349414922920946,-370.6029995397729,340.1487506479167,681.5126554428645,1.2613124477737825,1.8171094607790776
957,171.5196515,50.3763099,58.742,0.68,4981.0,2.827,0.359,,13.5,,2058.0,-0.523,2.993582650548231,0.8792324727600155,-37.05267739359728,5.524568101182626,45.246003240743825,,
958,55.4590314,-62.7672667,39.0341,0.71,4684.0,0.1162,0.072,88.93,2.0,543.0,17.667087,-0.625,0.9679426978969203,-1.095495466392396,10.127806044950974,14.713499768680586,-34.70736855601258,,
959,55.4590314,-62.7672667,39.0341,0.71,4684.0,0.1646,0.063,89.095,1.87,467.0,29.79749,-0.625,0.9679426978969203,-1.095495466392396,10.127806044950974,14.713499768680586,-34.70736855601258,,
960,55.4590314,-62.7672667,39.0341,0.71,4684.0,0.04298,0.07,87.95,0.75,909.0,3.97664,-0.625,0.9679426978969203,-1.095495466392396,10.127806044950974,14.713499768680586,-34.70736855601258,,
961,55.4590314,-62.7672667,39.0341,0.71,4684.0,0.068,0.07,88.63,0.818,723.0,7.90754,-0.625,0.9679426978969203,-1.095495466392396,10.127806044950974,14.713499768680586,-34.70736855601258,,
962,55.4590314,-62.7672667,39.0341,0.71,4684.0,0.0906,0.07,88.81,1.137,630.0,12.1621839,-0.625,0.9679426978969203,-1.095495466392396,10.127806044950974,14.713499768680586,-34.70736855601258,,
963,300.6154535,53.3774418,41.1706,0.8,5087.0,0.071,0.0,88.75,2.075,754.0,7.434151,-0.412,5.246729445950912,0.9316121057016485,12.50773153538641,-21.136405976743994,33.04281008910957,,
964,57.0018601,40.5307308,52.0018,1.53,6040.0,2.694,0.282,38.898,12.4,,1535.11912,0.458,0.9948701385061842,0.7073947006994753,21.52543273781075,33.148615673782636,33.79367141347382,0.6452624554114677,0.9295971941632711
965,183.0886375,54.486153,15.2354,0.57,3933.0,0.0932,0.3,,2.52,470.0,13.671,-1.154,3.1954995473653596,0.9509627665953859,-8.837383071370361,-0.4768578688756127,12.401237042438467,,
966,279.5842102,59.2538819,519.452,12.73,4769.0,5.7,0.56,,12.8,,4100.0,1.85,4.879665004577913,1.0341753337428734,44.215275425998286,-261.85524468092154,446.4383726295241,1.296849328880646,1.8683056596113627
967,347.6219227,57.0294818,372.405,25.46,4297.0,1.16,0.15,,12.8,,501.75,1.55,6.067147103228217,0.9953522281161823,197.95447588884082,-43.44371753040663,312.42943668565,1.1870513506545994,1.710125229884289
968,348.9259334,58.0432233,933.377,71.23,3926.0,1.92,0.4,,12.2,,745.70001,2.49,6.089906383424453,1.0130453550552885,484.8184305699784,-94.88972805181882,791.9214942271202,1.50453858828425,2.167513138956064
969,57.5962104,17.4752873,46.6224,1.3,5802.0,4.92,0.04,,13.0,,3668.0,0.276,1.0052435081514002,0.3050013011169501,23.83103100835217,37.54620678078681,14.000446393360312,0.5009082659620331,0.721633367424991
970,57.5962104,17.4752873,46.6224,1.39,5776.49,1.3,0.11,,9.35,,515.4,0.276,1.0052435081514002,0.3050013011169501,23.83103100835217,37.54620678078681,14.000446393360312,0.5009082659620331,0.721633367424991
971,59.1510071,74.0800789,300.247,40.0,4052.0,1.29,0.35,,12.3,,535.59998,2.546,1.0323798297655429,1.2929412869421792,42.230187436474296,70.70426815569284,288.7313262232696,1.5213630252327859,2.191751259816145
972,56.2563447,-70.0245193,54.9004,1.41,6034.0,0.034,0.22,,3.46,,2.0455,0.377,0.9818584401518616,-1.2221584189113148,10.417972607322426,15.595336066807096,-51.59753152890577,0.5854291355298886,0.843398336918553
973,59.4335463,-20.2673347,37.433,0.83,5160.0,6.248,0.341,32.046,12.5,,6134.427,-0.384,1.0373110690714935,-0.35373172111869716,17.85749051150242,30.2357567264855,-12.966824468943344,,
974,58.9574779,-65.1863239,55.6146,1.23,6125.0,2.971,0.042,,13.9,,1802.29,0.276,1.0290021080267922,-1.137715979326471,12.035683332155331,19.997109177993053,-50.48011177098863,0.5009082659620331,0.721633367424991
975,60.7483361,9.2077676,45.6181,1.42,6353.0,0.076,0.0,,2.545,1198.0,7.0491423,0.473,1.0602584800531314,0.16070586137845624,22.003897973798598,39.28811068400147,7.299580840727225,0.6557438524302001,0.9446972161431827
976,60.7483361,9.2077676,45.6181,1.42,6353.0,0.0443,0.0,,1.364,1586.0,3.04405,0.473,1.0602584800531314,0.16070586137845624,22.003897973798598,39.28811068400147,7.299580840727225,0.6557438524302001,0.9446972161431827
977,61.0947182,-12.7922241,114.816,13.76,4766.0,1.49,0.04,,13.3,,457.01,1.944,1.0663039881681036,-0.22326642919796835,54.12032766737042,98.01744719436238,-25.4221170376671,1.3293881025767935,1.9151826357561532
978,60.9074988,-51.9315058,49.1661,1.0,5920.58,0.242,0.05,,6.9,,41.83156,0.041,1.0630363932144953,-0.9063757617285318,14.740260732040976,26.491180001541984,-38.70720197698812,0.19306145983268455,0.2781339435704275
979,60.9074988,-51.9315058,49.1661,1.0,5920.58,17.848,0.051,88.333,12.2,,26308.65619,0.041,1.0630363932144953,-0.9063757617285318,14.740260732040976,26.491180001541984,-38.70720197698812,0.19306145983268455,0.2781339435704275
980,99.2915429,17.5662696,10.0055,0.44,3803.0,0.02933,0.039,87.35,1.24,709.0,2.76953,-1.44,1.7329643429901989,0.3065892418129873,-1.5401378187725274,9.413773674593136,3.0197468358661834,,
981,99.2915429,17.5662696,10.0055,0.44,3803.0,0.04749,0.038,87.79,1.533,557.0,5.70588,-1.44,1.7329643429901989,0.3065892418129873,-1.5401378187725274,9.413773674593136,3.0197468358661834,,
982,62.4122255,31.6524346,40.9128,1.46,6057.62,10.087,0.922,59.558,11.9,,10942.29013,0.393,1.089298828472164,0.5524392000421744,16.12857887778272,30.867165792640154,21.469611620912154,0.5977229519373731,0.8611094204352104
983,7.4990038,-5.76496,54.9621,0.94,5186.0,0.04,0.0,,14.3,,3.4442,-0.33,0.13088230692956634,-0.1006175332457723,54.21641343817445,7.1367672438803975,-5.520824541462356,,
984,7.3289156,-76.304032,196.852,1.56,6801.0,0.0568,0.091,89.252,16.141,2061.0,4.12688,0.668,0.12791370782077574,-1.331756590947114,46.22782050757523,5.945634678698677,-191.25466776888575,0.7792770542449761,1.1226652922801907
985,64.1205476,-59.3028771,18.2704,3.18,4846.0,1.271,0.06,,13.5,,428.1,0.851,1.119114673801748,-1.0350304613005465,4.07105614179369,8.391666907235942,-15.710313318593139,0.8795660086863086,1.2671465492824776
986,64.9392168,-41.9606604,50.2862,0.92,5737.0,3.242,0.141,74.0,13.5,,2198.14,-0.056,1.1334031468264159,-0.7323516802912009,15.838918013065479,33.87280440386632,-33.622369167457606,,
987,65.1975693,-59.4096776,43.8214,0.89,4875.0,0.125,0.047,,14.1,,18.01939,-0.449,1.1379122485821747,-1.0368944816683228,9.354865174043024,20.24352769576477,-37.722687894240536,,
988,65.1975693,-59.4096776,43.8214,0.89,4894.0,0.198,0.015,,8.24,,36.07,-0.409,1.1379122485821747,-1.0368944816683228,9.354865174043024,20.24352769576477,-37.722687894240536,,
989,65.1975693,-59.4096776,43.8214,0.89,4894.0,5.362,0.343,101.524,12.7,,5019.54244,-0.409,1.1379122485821747,-1.0368944816683228,9.354865174043024,20.24352769576477,-37.722687894240536,,
990,66.7068364,42.90872,67.9328,1.27,5966.0,1.552,0.182,,12.9,261.0,654.5,0.528,1.164253928769201,0.7488984418163414,19.675567012577016,45.70116473359157,46.25084778214035,0.6928203230275509,0.9981114241878707
991,65.2383065,-68.1026875,139.611,1.45,6120.0,0.1357,0.3307,87.725,2.199,881.0,22.89104,0.456,1.138623246850218,-1.1886161263317858,21.80805714778608,47.279950937990954,-129.53858963158456,0.6438520439863917,0.9275652852983266
992,65.2383065,-68.1026875,139.611,1.45,6120.0,0.308,0.1203,89.543,4.23,585.0,56.00819,0.456,1.138623246850218,-1.1886161263317858,21.80805714778608,47.279950937990954,-129.53858963158456,0.6438520439863917,0.9275652852983266
993,65.2383065,-68.1026875,139.611,1.45,6120.0,0.411,0.0864,89.682,3.25,506.0,84.25999,0.456,1.138623246850218,-1.1886161263317858,21.80805714778608,47.279950937990954,-129.53858963158456,0.6438520439863917,0.9275652852983266
