,star_ra_deg,star_dec_deg,star_distance_pc,star_radius_solar,star_teff_k,planet_orbit_semi_major_axis_au,planet_orbit_eccentricity,planet_orbit_inclination_deg,planet_radius_earth,planet_equilibrium_temp_k,planet_orbital_period_days,star_luminosity_solar,ra_rad,dec_rad,star_cartesian_x,star_cartesian_y,star_cartesian_z,star_habitable_zone_inner_au,star_habitable_zone_outer_au
3684,294.0230229,45.8530535,1664.64,1.22,6340.0,0.4,0.0,89.89,3.9,484.0,87.6451,0.301,5.131669826271686,0.8002867556681098,472.00554431576796,-1058.9963863911391,1194.4721634871553,0.5231026320296654,0.753607675320446
3685,288.839278,46.9867472,602.268,0.88,5797.0,0.111,0.0,87.46,1.19,665.0,13.930698,-0.239,5.041196410183222,0.8200734434422267,132.66869820953443,-388.8377767366477,440.37591183202613,,
3686,288.839278,46.9867472,602.268,0.88,5797.0,0.281,0.0,88.81,3.38,417.0,56.47542,-0.239,5.041196410183222,0.8200734434422267,132.66869820953443,-388.8377767366477,440.37591183202613,,
3687,288.839278,46.9867472,602.268,0.88,5797.0,0.392,0.0,88.82,2.47,353.0,92.876125,-0.239,5.041196410183222,0.8200734434422267,132.66869820953443,-388.8377767366477,440.37591183202613,,
3688,282.0612731,47.0854984,778.654,1.19,5905.0,0.087,0.0,89.63,1.7,960.0,9.176092,0.193,4.922897907961913,0.821796977022522,110.78731949552655,-518.4862652850472,570.263285041006,0.4188729466730281,0.6034492053157634
3689,282.0612731,47.0854984,778.654,1.19,5905.0,0.145,0.0,88.06,1.43,744.0,19.738286,0.193,4.922897907961913,0.821796977022522,110.78731949552655,-518.4862652850472,570.263285041006,0.4188729466730281,0.6034492053157634
3690,282.0612731,47.0854984,778.654,1.16,5903.0,0.7326,0.0,89.7,2.05,327.0,232.040326,0.193,4.922897907961913,0.821796977022522,110.78731949552655,-518.4862652850472,570.263285041006,0.4188729466730281,0.6034492053157634
3691,298.3957687,42.4597712,797.72,1.47,6115.0,0.031,0.0,89.94,1.29,1685.0,1.772419,0.598,5.20798863783444,0.7410628070834637,279.8757133221146,-517.7106827498988,538.5187391902635,0.7373170034906041,1.06221555571007
3692,298.3957687,42.4597712,797.72,1.47,6115.0,0.153,0.0,89.06,3.15,754.0,19.747412,0.598,5.20798863783444,0.7410628070834637,279.8757133221146,-517.7106827498988,538.5187391902635,0.7373170034906041,1.06221555571007
3693,298.2948708,48.7754,1079.3952487,1.54,5727.0,0.125,0.0,88.91,2.53,883.0,14.970418,0.312,5.206227637271092,0.8512913239772422,337.17942210289397,-626.3444635003518,811.8477402006793,0.5325752187591567,0.7672543550107871
3694,298.2948708,48.7754,1079.3952487,1.54,5727.0,0.208,0.0,88.5,2.57,683.0,32.273273,0.312,5.206227637271092,0.8512913239772422,337.17942210289397,-626.3444635003518,811.8477402006793,0.5325752187591567,0.7672543550107871
3695,294.6741507,42.0756037,268.881,0.95,5378.0,0.035,0.0,85.4,0.83,1195.0,2.461069,-0.226,5.143034150232953,0.7343578193293084,83.31607523371702,-181.35761821390946,180.18001577430124,,
3696,294.6741507,42.0756037,268.881,0.95,5378.0,0.064,0.0,85.57,2.9,890.0,5.960392,-0.226,5.143034150232953,0.7343578193293084,83.31607523371702,-181.35761821390946,180.18001577430124,,
3697,298.0230967,43.3634761,1160.63,1.04,5796.0,0.402,0.0,88.26,3.77,409.0,96.101141,0.004,5.201484284404447,0.7568354330548699,396.43689783965766,-744.8648401027718,796.9166536783764,0.06030226891555272,0.08687444855261388
3698,298.0230967,43.3634761,1160.63,1.04,5796.0,0.791,0.0,89.31,4.15,291.0,265.469335,0.004,5.201484284404447,0.7568354330548699,396.43689783965766,-744.8648401027718,796.9166536783764,0.06030226891555272,0.08687444855261388
3699,290.825835,44.1838993,384.938,0.52,4204.0,0.027,0.0,87.63,1.06,837.0,2.240508,-0.936,5.075868370611762,0.7711545191546179,98.14061865565239,-258.0064915249506,268.28778046133857,,
3700,290.825835,44.1838993,384.938,0.52,4204.0,0.058,0.0,89.09,1.16,577.0,6.827766,-0.936,5.075868370611762,0.7711545191546179,98.14061865565239,-258.0064915249506,268.28778046133857,,
3701,294.9438822,39.0320499,940.584,0.94,5497.0,0.061,0.0,87.89,2.09,976.0,5.524242,-0.208,5.147741853004296,0.6812377845577234,308.1330173638135,-662.4866847117983,592.3374859367269,,
3702,294.9438822,39.0320499,940.584,0.94,5497.0,0.083,0.0,88.45,1.72,837.0,8.77501,-0.208,5.147741853004296,0.6812377845577234,308.1330173638135,-662.4866847117983,592.3374859367269,,
3703,298.4828337,46.7936357,489.141,1.19,5746.0,0.056,0.0,87.66,4.71,1039.0,4.662715,0.004,5.209508208747689,0.8167030119437616,159.70258244179502,-294.34583803124247,356.53124782563907,0.06030226891555272,0.08687444855261388
3704,298.4828337,46.7936357,489.141,1.19,5746.0,0.105,0.0,87.15,3.68,762.0,11.815007,0.004,5.209508208747689,0.8167030119437616,159.70258244179502,-294.34583803124247,356.53124782563907,0.06030226891555272,0.08687444855261388
3705,288.8119782,39.7706431,503.436,0.9,5526.0,0.051,0.0,86.03,1.63,1023.0,4.362705,-0.181,5.040719938788086,0.6941286677305645,124.7762067386803,-366.2766805354691,322.0560473331063,,
3706,288.8119782,39.7706431,503.436,0.9,5526.0,0.069,0.0,86.78,2.63,876.0,6.941357,-0.181,5.040719938788086,0.6941286677305645,124.7762067386803,-366.2766805354691,322.0560473331063,,
3707,288.8119782,39.7706431,503.436,0.9,5526.0,0.191,0.0,89.85,2.29,528.0,31.781925,-0.181,5.040719938788086,0.6941286677305645,124.7762067386803,-366.2766805354691,322.0560473331063,,
3708,297.8423073,46.5743595,323.847,0.53,3900.0,0.05,0.0,89.92,2.2,514.0,5.90124,-1.292,5.198328914121743,0.8128759202825,103.97074366664461,-196.84560726712022,235.19942765670908,,
3709,297.8423073,46.5743595,323.847,0.53,3900.0,0.09,0.0,89.97,2.0,451.0,8.7522,-1.292,5.198328914121743,0.8128759202825,103.97074366664461,-196.84560726712022,235.19942765670908,,
3710,297.8423073,46.5743595,323.847,0.53,3900.0,0.13,0.0,89.99,2.7,328.0,22.7802,-1.292,5.198328914121743,0.8128759202825,103.97074366664461,-196.84560726712022,235.19942765670908,,
3711,297.8423073,46.5743595,323.847,0.53,3900.0,0.033,0.0,89.65,1.5,652.0,2.896,-1.292,5.198328914121743,0.8128759202825,103.97074366664461,-196.84560726712022,235.19942765670908,,
3712,297.8423073,46.5743595,323.847,0.53,3900.0,0.013,0.0,88.93,0.82,1026.0,0.74296,-1.292,5.198328914121743,0.8128759202825,103.97074366664461,-196.84560726712022,235.19942765670908,,
3713,293.2135155,46.1751457,826.613,1.11,6435.0,0.085,0.0,71.53,1.14,1292.0,8.371554,0.374,5.117541256822428,0.8059083250531018,225.6138056814613,-526.0537021853955,596.368145420232,0.58309518948453,0.8400359381350839
3714,293.2135155,46.1751457,826.613,1.11,6435.0,0.142,0.0,80.93,1.37,1002.0,17.934937,0.374,5.117541256822428,0.8059083250531018,225.6138056814613,-526.0537021853955,596.368145420232,0.58309518948453,0.8400359381350839
3715,294.4536991,44.1457626,384.542,1.19,5740.0,0.057,0.0,87.7,1.77,1042.0,4.915379,-0.008,5.139186543971664,0.7704889081737725,114.22580602727254,-251.1833653084049,267.8281762506781,,
3716,294.4536991,44.1457626,384.542,1.19,5740.0,0.11,0.0,87.96,2.32,752.0,13.093921,-0.008,5.139186543971664,0.7704889081737725,114.22580602727254,-251.1833653084049,267.8281762506781,,
3717,281.3487514,44.2952525,400.48,0.89,5388.0,0.027,0.0,88.21,1.01,1373.0,1.653888,-0.288,4.910462058305006,0.7730979991272495,56.405896480712975,-281.0392204859981,279.6776033057164,,
3718,281.3487514,44.2952525,400.48,0.89,5388.0,0.051,0.0,89.77,1.67,996.0,4.337234,-0.288,4.910462058305006,0.7730979991272495,56.405896480712975,-281.0392204859981,279.6776033057164,,
3719,291.3822988,38.1274595,454.883,1.12,6004.0,0.02778,0.095,88.3,1.381,1838.0,1.678328,0.151,5.085580496089922,0.6654497036957909,130.46048990772394,-333.19891050149204,280.8506548018988,0.37050334313299693,0.5337655481364065
3720,291.3822988,38.1274595,454.883,1.12,6004.0,0.0458,0.095,88.7,1.57,1431.0,3.5538229,0.151,5.085580496089922,0.6654497036957909,130.46048990772394,-333.19891050149204,280.8506548018988,0.37050334313299693,0.5337655481364065
3721,286.4714473,49.6490933,501.574,0.84,5194.0,0.05,0.0,88.5,1.14,935.0,4.385315,-0.308,4.9998699683384205,0.8665401487148567,92.07956250388477,-311.42521049261467,382.2462163510894,,
3722,286.4714473,49.6490933,501.574,0.84,5194.0,0.26,0.0,89.75,3.15,410.0,51.805612,-0.308,4.9998699683384205,0.8665401487148567,92.07956250388477,-311.42521049261467,382.2462163510894,,
3723,286.4714473,49.6490933,501.574,0.83,5191.0,0.1074,0.0,88.6,2.039,635.0,13.97939968,-0.308,4.9998699683384205,0.8665401487148567,92.07956250388477,-311.42521049261467,382.2462163510894,,
3724,289.8354219,49.825607,823.242,1.0,5752.0,0.053,0.0,86.99,2.91,1017.0,4.544439,-0.255,5.058582401061878,0.8696208939547343,180.20812681500402,-499.57804452718665,629.0263897645468,,
3725,289.8354219,49.825607,823.242,1.0,5752.0,0.105,0.0,87.01,2.54,721.0,12.762172,-0.255,5.058582401061878,0.8696208939547343,180.20812681500402,-499.57804452718665,629.0263897645468,,
3726,289.8354219,49.825607,823.242,1.0,5752.0,0.22,0.0,89.39,2.79,498.0,38.715185,-0.255,5.058582401061878,0.8696208939547343,180.20812681500402,-499.57804452718665,629.0263897645468,,
3727,294.3255898,46.0022646,487.675,0.8,5105.0,0.032,0.0,89.97,1.52,1127.0,2.248329,-0.157,5.136950614884238,0.8028909806436322,139.53987112685385,-308.67889986194274,350.8174265496538,,
3728,294.3255898,46.0022646,487.675,0.8,5105.0,0.051,0.0,88.6,1.4,889.0,4.580358,-0.157,5.136950614884238,0.8028909806436322,139.53987112685385,-308.67889986194274,350.8174265496538,,
3729,294.3255898,46.0022646,487.675,0.8,5105.0,0.066,0.0,88.43,1.21,781.0,6.766888,-0.157,5.136950614884238,0.8028909806436322,139.53987112685385,-308.67889986194274,350.8174265496538,,
3730,292.6422963,44.0876251,241.987,0.49,3799.0,0.029,0.0,89.77,1.11,682.0,2.549575,-1.26,5.107571601031819,0.7694742173798942,66.91419176288319,-160.4171349476784,168.36431309781304,,
3731,292.6422963,44.0876251,241.987,0.49,3799.0,0.047,0.0,89.44,1.03,537.0,5.212333,-1.26,5.107571601031819,0.7694742173798942,66.91419176288319,-160.4171349476784,168.36431309781304,,
3732,292.6422963,44.0876251,241.987,0.49,3799.0,0.09,0.0,88.5,1.73,387.0,13.969457,-1.26,5.107571601031819,0.7694742173798942,66.91419176288319,-160.4171349476784,168.36431309781304,,
3733,295.8092756,40.0084866,2213.19,1.06,6064.0,0.2199,0.0,89.96,2.3,602.0,34.921,0.44,5.162845817159324,0.6982798199100315,738.0469835690818,-1526.0929661318326,1422.8622157002853,0.6324555320336759,0.9111469032188404
3734,295.8092756,40.0084866,2213.19,1.06,6064.0,0.354,0.0,89.97,5.4,475.0,71.312,0.44,5.162845817159324,0.6982798199100315,738.0469835690818,-1526.0929661318326,1422.8622157002853,0.6324555320336759,0.9111469032188404
3735,299.2681646,45.2272852,439.719,0.52,4257.0,0.061,0.0,88.86,1.4,547.0,7.416397,-0.971,5.223214818670338,0.789365038478502,151.40795574754367,-270.1574208923987,312.1592507585146,,
3736,299.2681646,45.2272852,439.719,0.52,4257.0,0.113,0.0,89.35,1.93,402.0,18.684737,-0.971,5.223214818670338,0.789365038478502,151.40795574754367,-270.1574208923987,312.1592507585146,,
3737,289.0775348,46.0051696,1209.16,1.82,5904.0,0.0677,0.0,86.39,1.74,1336.0,5.66793,0.556,5.045354775808488,0.8029416824584027,274.51081258999534,-793.746315262473,869.872695501145,0.7109532653097146,1.0242346429278717
3738,289.0775348,46.0051696,1209.16,1.82,5904.0,0.1189,0.0,88.19,3.2,1009.0,13.17562,0.556,5.045354775808488,0.8029416824584027,274.51081258999534,-793.746315262473,869.872695501145,0.7109532653097146,1.0242346429278717
3739,289.0775348,46.0051696,1209.16,1.82,5904.0,0.1662,0.0,88.71,5.35,853.0,21.77596,0.556,5.045354775808488,0.8029416824584027,274.51081258999534,-793.746315262473,869.872695501145,0.7109532653097146,1.0242346429278717
3740,289.0775348,46.0051696,1209.16,1.82,5904.0,0.2138,0.0,88.94,4.02,752.0,31.7844,0.556,5.045354775808488,0.8029416824584027,274.51081258999534,-793.746315262473,869.872695501145,0.7109532653097146,1.0242346429278717
3741,289.0775348,46.0051696,1209.16,1.82,5904.0,0.2535,0.0,89.17,4.46,691.0,41.02902,0.556,5.045354775808488,0.8029416824584027,274.51081258999534,-793.746315262473,869.872695501145,0.7109532653097146,1.0242346429278717
3742,288.4474035,44.8017616,717.527,0.72,5117.0,0.075,0.0,89.57,1.35,714.0,8.25978,-0.442,5.034356909903615,0.7819382506135627,161.1030624019247,-482.9592174455217,505.6097242915042,,
3743,288.4474035,44.8017616,717.527,0.72,5117.0,0.116,0.0,89.4,1.95,573.0,15.955387,-0.442,5.034356909903615,0.7819382506135627,161.1030624019247,-482.9592174455217,505.6097242915042,,
3744,291.8343455,39.3073462,580.119,0.49,4347.0,0.065,0.0,89.58,1.82,540.0,8.457496,-0.784,5.093470199377697,0.6860426114112815,166.9465326836338,-416.6715631113695,367.4938337989365,,
3745,291.8343455,39.3073462,580.119,0.49,4347.0,0.105,0.0,89.75,1.84,425.0,17.28111,-0.784,5.093470199377697,0.6860426114112815,166.9465326836338,-416.6715631113695,367.4938337989365,,
3746,291.8343455,39.3073462,580.119,0.49,4347.0,0.159,0.0,89.84,1.64,346.0,32.134328,-0.784,5.093470199377697,0.6860426114112815,166.9465326836338,-416.6715631113695,367.4938337989365,,
3747,286.6627811,47.4136938,344.19,0.72,4955.0,0.07,0.0,89.43,1.17,703.0,7.626324,-0.584,5.003209373118772,0.8275250673424217,66.78517863943418,-223.13310539646707,253.41293039272475,,
3748,286.6627811,47.4136938,344.19,0.72,4955.0,0.114,0.0,89.86,1.09,550.0,15.995622,-0.584,5.003209373118772,0.8275250673424217,66.78517863943418,-223.13310539646707,253.41293039272475,,
3749,286.6627811,47.4136938,344.19,0.72,4955.0,0.189,0.0,89.96,1.18,427.0,34.21154,-0.584,5.003209373118772,0.8275250673424217,66.78517863943418,-223.13310539646707,253.41293039272475,,
3750,292.2861201,40.9135429,324.413,0.53,4259.0,0.087,0.0,88.9,1.32,480.0,12.551158,-0.928,5.101355153624578,0.7140760322609492,92.97194414242121,-226.84553597549203,212.46438520225044,,
3751,292.2861201,40.9135429,324.413,0.53,4259.0,0.135,0.0,89.51,1.11,386.0,24.08821,-0.928,5.101355153624578,0.7140760322609492,92.97194414242121,-226.84553597549203,212.46438520225044,,
3752,287.1406177,47.1151153,426.59,1.07,5828.0,0.061,0.0,89.68,1.12,1090.0,5.470319,0.056,5.0115491950753075,0.8223138894417559,85.5584311244704,-277.41211689036606,312.57207227441984,0.22563042992710647,0.3250544221488004
3753,287.1406177,47.1151153,426.59,1.07,5828.0,0.107,0.0,89.97,1.43,822.0,12.758005,0.056,5.0115491950753075,0.8223138894417559,85.5584311244704,-277.41211689036606,312.57207227441984,0.22563042992710647,0.3250544221488004
3754,287.1406177,47.1151153,426.59,1.07,5828.0,0.168,0.0,88.88,1.41,656.0,25.09849,0.056,5.0115491950753075,0.8223138894417559,85.5584311244704,-277.41211689036606,312.57207227441984,0.22563042992710647,0.3250544221488004
3755,296.0642944,45.4285986,1278.97,1.85,5877.0,0.075,0.0,86.26,3.39,1290.0,6.562331,0.578,5.167296734873809,0.7928786201368865,394.37734318037667,-806.295748663566,911.1080823771937,0.7248824356090754,1.044301698617717
3756,296.0642944,45.4285986,1278.97,1.85,5877.0,0.356,0.0,89.49,3.07,592.0,67.844469,0.578,5.167296734873809,0.7928786201368865,394.37734318037667,-806.295748663566,911.1080823771937,0.7248824356090754,1.044301698617717
3757,290.2376224,41.3313637,768.86,1.3,5867.0,0.033,0.0,87.61,1.02,1625.0,2.024823,0.26,5.065602124040047,0.7213683809042658,199.7098842990687,-541.6976765535279,507.76499380103206,0.4861724348043977,0.7004041959724749
3758,290.2376224,41.3313637,768.86,1.3,5867.0,0.092,0.0,89.79,2.1,967.0,9.600001,0.26,5.065602124040047,0.7213683809042658,199.7098842990687,-541.6976765535279,507.76499380103206,0.4861724348043977,0.7004041959724749
3759,290.2376224,41.3313637,768.86,1.3,5867.0,0.154,0.0,88.55,2.37,749.0,20.678772,0.26,5.065602124040047,0.7213683809042658,199.7098842990687,-541.6976765535279,507.76499380103206,0.4861724348043977,0.7004041959724749
3760,290.0605123,47.1639533,677.975,1.76,5684.0,0.045,0.0,80.59,1.54,1458.0,3.292781,0.481,5.062510969656511,0.823166273341845,158.11399691831315,-432.99122705527617,497.16059970263325,0.661266003415212,0.9526527015714177
3761,290.0605123,47.1639533,677.975,1.76,5684.0,0.093,0.0,85.39,2.05,1017.0,9.693201,0.481,5.062510969656511,0.823166273341845,158.11399691831315,-432.99122705527617,497.16059970263325,0.661266003415212,0.9526527015714177
3762,282.9790593,40.7844188,552.798,1.74,5923.0,0.117,0.04,89.9,2.44,1005.0,13.726976,0.586,4.9389162989812805,0.7118223915722747,94.0072516244686,-407.87019413713176,361.0957908651833,0.7298816840606925,1.0515038646426795
3763,282.9790593,40.7844188,552.798,1.74,5923.0,0.172,0.03,89.61,2.34,831.0,24.310856,0.586,4.9389162989812805,0.7118223915722747,94.0072516244686,-407.87019413713176,361.0957908651833,0.7298816840606925,1.0515038646426795
3764,282.9790593,40.7844188,552.798,1.74,5923.0,0.257,0.03,89.96,3.0,680.0,44.431014,0.586,4.9389162989812805,0.7118223915722747,94.0072516244686,-407.87019413713176,361.0957908651833,0.7298816840606925,1.0515038646426795
3765,282.9790593,40.7844188,552.798,1.74,5999.0,0.089744,0.05,87.49,1.56,1143.0,9.341,0.586,4.9389162989812805,0.7118223915722747,94.0072516244686,-407.87019413713176,361.0957908651833,0.7298816840606925,1.0515038646426795
3766,293.351701,48.4445922,616.637,0.8,5631.0,0.055,0.0,87.96,1.42,1023.0,4.977656,-0.313,5.119953048775942,0.8455176386759634,162.13383985776827,-375.5374211985088,461.4384607090627,,
3767,293.351701,48.4445922,616.637,0.8,5631.0,0.069,0.0,89.92,1.15,914.0,6.988055,-0.313,5.119953048775942,0.8455176386759634,162.13383985776827,-375.5374211985088,461.4384607090627,,
3768,293.351701,48.4445922,616.637,0.8,5631.0,0.091,0.0,89.23,1.17,796.0,10.558345,-0.313,5.119953048775942,0.8455176386759634,162.13383985776827,-375.5374211985088,461.4384607090627,,
3769,296.4358022,44.6415369,1800.82,1.16,5913.0,1.0896,0.182,90.355,8.564,,288.822,0.173,5.1737807691806506,0.7791418020555426,570.4342027853012,-1147.3315609676326,1265.3804889835599,0.39657625656704065,0.5713274843201774
3770,295.933471,40.3005515,808.762,1.85,6620.0,0.134,0.0,89.54,2.53,1092.0,14.844387,0.867,5.1650134358051565,0.7033773140445395,269.7487314093444,-554.7006614627342,523.1049328001549,0.8877960453740589,1.2790031495675738
3771,295.933471,40.3005515,808.762,1.85,6620.0,0.178,0.0,89.38,3.37,946.0,22.824669,0.867,5.1650134358051565,0.7033773140445395,269.7487314093444,-554.7006614627342,523.1049328001549,0.8877960453740589,1.2790031495675738
3772,289.8615609,43.4727412,1047.03,1.02,6012.0,0.06,0.0,89.71,1.18,1085.0,5.195528,0.127,5.0590386126750575,0.7587424688073907,258.15173336540886,-714.6339201868383,720.3664786612619,0.33978602892783194,0.48951265714936726
3773,289.8615609,43.4727412,1047.03,1.02,6012.0,0.08,0.0,89.82,1.7,940.0,8.01041,0.127,5.0590386126750575,0.7587424688073907,258.15173336540886,-714.6339201868383,720.3664786612619,0.33978602892783194,0.48951265714936726
3774,289.8615609,43.4727412,1047.03,1.02,6012.0,0.182,0.0,88.98,1.85,622.0,27.666313,0.127,5.0590386126750575,0.7587424688073907,258.15173336540886,-714.6339201868383,720.3664786612619,0.33978602892783194,0.48951265714936726
3775,289.8615609,43.4727412,1047.03,1.02,6012.0,0.242,0.0,89.51,1.99,539.0,42.473269,0.127,5.0590386126750575,0.7587424688073907,258.15173336540886,-714.6339201868383,720.3664786612619,0.33978602892783194,0.48951265714936726
3776,292.6780488,46.7266813,781.611,1.47,6175.0,0.128,0.0,85.52,2.25,905.0,15.170318,0.453,5.108195599872639,0.8155344372150644,206.57066894365454,-494.3549907757305,569.0847539236124,0.6417306146804762,0.9245090487021074
3777,292.6780488,46.7266813,781.611,1.47,6175.0,0.185,0.0,86.14,1.96,754.0,26.234138,0.453,5.108195599872639,0.8155344372150644,206.57066894365454,-494.3549907757305,569.0847539236124,0.6417306146804762,0.9245090487021074
3778,292.6780488,46.7266813,781.611,1.47,6175.0,0.242,0.0,84.57,2.49,658.0,39.459357,0.453,5.108195599872639,0.8155344372150644,206.57066894365454,-494.3549907757305,569.0847539236124,0.6417306146804762,0.9245090487021074
3779,292.6780488,46.7266813,781.611,1.34,6366.0,0.0293,0.0,58.94,0.88,1897.0,1.64422461,0.453,5.108195599872639,0.8155344372150644,206.57066894365454,-494.3549907757305,569.0847539236124,0.6417306146804762,0.9245090487021074
3780,291.960662,42.4329567,927.193,1.43,5807.0,0.088,0.0,87.58,2.41,1024.0,8.96855,0.216,5.095674838202293,0.7405948057711877,255.9191683305168,-634.6764081705886,625.6021862507331,0.44312936752559784,0.6383942119187178
3781,291.960662,42.4329567,927.193,1.43,5807.0,0.167,0.0,88.18,2.02,746.0,23.22182,0.216,5.095674838202293,0.7405948057711877,255.9191683305168,-634.6764081705886,625.6021862507331,0.44312936752559784,0.6383942119187178
3782,292.4996101,46.3243406,1002.94,0.98,5774.0,0.153,0.0,89.5,2.61,643.0,21.963945,-0.185,5.10508125704466,0.8085122672852855,265.0442980073274,-639.8858550831847,725.3869699396761,,
3783,292.4996101,46.3243406,1002.94,0.98,5774.0,0.488,0.0,89.97,2.95,360.0,125.596809,-0.185,5.10508125704466,0.8085122672852855,265.0442980073274,-639.8858550831847,725.3869699396761,,
3784,295.2288521,45.9710432,260.0,0.62,4504.0,0.066,0.0,89.05,0.74,622.0,7.415563,-0.495,5.152715516028375,0.8023460644165501,77.02306131506481,-163.4686186620372,186.93704485302325,,
3785,295.2288521,45.9710432,260.0,0.62,4504.0,0.077,0.0,86.89,1.2,575.0,9.387427,-0.495,5.152715516028375,0.8023460644165501,77.02306131506481,-163.4686186620372,186.93704485302325,,
3786,288.0119248,46.1176003,984.105,1.02,6033.0,0.071,0.0,86.75,2.66,1008.0,6.511127,-0.153,5.02675637276631,0.8049039683537247,210.9347824312682,-648.73106196632,709.3075340257739,,
3787,288.0119248,46.1176003,984.105,1.02,6033.0,0.168,0.0,88.74,3.07,654.0,23.851549,-0.153,5.02675637276631,0.8049039683537247,210.9347824312682,-648.73106196632,709.3075340257739,,
3788,289.1995995,49.3056404,1298.88,1.01,6088.0,0.11,0.0,86.06,1.97,908.0,12.79836,0.342,5.047485206723946,0.860545764784334,278.5117799728124,-799.7948904820522,984.8089032777771,0.5575922263707511,0.8032951007369113
3789,289.1995995,49.3056404,1298.88,1.01,6088.0,0.183,0.0,85.39,1.75,705.0,27.320871,0.342,5.047485206723946,0.860545764784334,278.5117799728124,-799.7948904820522,984.8089032777771,0.5575922263707511,0.8032951007369113
3790,289.1995995,49.3056404,1298.88,1.45,5592.0,0.3802,0.0,88.0,3.04,482.0,85.517344,0.342,5.047485206723946,0.860545764784334,278.5117799728124,-799.7948904820522,984.8089032777771,0.5575922263707511,0.8032951007369113
3791,297.2550814,40.5483883,570.783,1.36,6177.0,0.076,0.0,88.28,1.52,1196.0,7.05677,0.433,5.188079888713755,0.7077028822121463,198.62032978585734,-385.56119309887106,371.060324018794,0.627404465744677,0.9038700858394815
3792,297.2550814,40.5483883,570.783,1.36,6177.0,0.138,0.0,89.99,1.33,888.0,17.265427,0.433,5.188079888713755,0.7077028822121463,198.62032978585734,-385.56119309887106,371.060324018794,0.627404465744677,0.9038700858394815
3793,293.6764689,44.6155972,940.724,0.93,5956.0,0.065,0.0,89.85,1.9,972.0,5.929778,-0.007,5.125621317935729,0.7786890688835632,268.9085245083085,-613.2749307466202,660.7145442174651,,
3794,293.6764689,44.6155972,940.724,0.93,5956.0,0.105,0.0,89.77,1.96,763.0,12.247629,-0.007,5.125621317935729,0.7786890688835632,268.9085245083085,-613.2749307466202,660.7145442174651,,
3795,294.496955,46.6896733,1819.17,1.03,5606.0,0.60347,0.042,90.76,8.16,,131.458,-0.027,5.139941501847577,0.8148885257654862,517.4182537885195,-1135.5306553211017,1323.7174813276695,,
3796,285.4195845,39.7061009,956.859,1.53,6186.0,0.104,0.0,87.76,1.85,1037.0,11.189562,0.428,4.981511499199173,0.6930021938340838,195.72953669436666,-709.644066982144,611.2891235278533,0.6237715199421252,0.8986362833823931
3797,285.4195845,39.7061009,956.859,1.25,6492.3,0.1385,0.0,86.29,3.1,888.0,17.849,0.428,4.981511499199173,0.6930021938340838,195.72953669436666,-709.644066982144,611.2891235278533,0.6237715199421252,0.8986362833823931
3798,285.4195845,39.7061009,956.859,1.25,6492.3,0.1786,0.0,89.65,2.8,782.0,26.136,0.428,4.981511499199173,0.6930021938340838,195.72953669436666,-709.644066982144,611.2891235278533,0.6237715199421252,0.8986362833823931
3799,286.4527949,42.6577891,1083.91,0.85,5643.0,0.214,0.0,88.19,3.06,498.0,37.054919,-0.386,4.999544422545021,0.7445188714163486,225.76528049857333,-764.4831423836247,734.476991629186,,
3800,286.4527949,42.6577891,1083.91,0.85,5643.0,0.287,0.0,89.98,3.19,431.0,57.24809,-0.386,4.999544422545021,0.7445188714163486,225.76528049857333,-764.4831423836247,734.476991629186,,
3801,286.4527949,42.6577891,1083.91,0.78,5225.0,0.5177,0.0,89.99,2.72,318.0,142.544247,-0.386,4.999544422545021,0.7445188714163486,225.76528049857333,-764.4831423836247,734.476991629186,,
3802,299.8966237,46.0519022,252.733,0.78,5212.0,0.085,0.0,89.87,0.86,694.0,10.05537,-0.432,5.234183499179459,0.8037573201964202,87.42495934470064,-152.05739836971347,181.95986748074893,,
3803,299.8966237,46.0519022,252.733,0.78,5212.0,0.118,0.0,88.19,1.24,591.0,16.332995,-0.432,5.234183499179459,0.8037573201964202,87.42495934470064,-152.05739836971347,181.95986748074893,,
3804,299.8966237,46.0519022,252.733,0.77,5208.0,0.0657,0.0,88.66,0.806,788.0,6.88727999,-0.432,5.234183499179459,0.8037573201964202,87.42495934470064,-152.05739836971347,181.95986748074893,,
3805,296.8565596,41.7580749,384.694,0.5,3903.0,0.051,0.0,87.11,0.89,534.0,5.795278,-1.187,5.181124371162782,0.7288158962994018,129.64007601779005,-256.01544204807465,256.2011275522232,,
3806,296.8565596,41.7580749,384.694,0.5,3903.0,0.065,0.0,85.99,1.38,472.0,8.410894,-1.187,5.181124371162782,0.7288158962994018,129.64007601779005,-256.01544204807465,256.2011275522232,,
3807,285.7515347,41.3356739,554.064,0.67,4648.0,0.054,0.0,85.82,1.84,741.0,5.47666,-0.714,4.987305123141827,0.7214436080856854,112.93555623290419,-400.39822429882713,365.94226076351254,,
3808,285.7515347,41.3356739,554.064,0.67,4648.0,0.115,0.0,89.21,1.31,508.0,16.934402,-0.714,4.987305123141827,0.7214436080856854,112.93555623290419,-400.39822429882713,365.94226076351254,,
3809,285.7515347,41.3356739,554.064,0.67,4648.0,0.146,0.0,89.38,1.24,451.0,24.209842,-0.714,4.987305123141827,0.7214436080856854,112.93555623290419,-400.39822429882713,365.94226076351254,,
