,pl_name,hostname,ra,dec,sy_dist,st_rad,st_teff,pl_orbsmax,pl_orbeccen,pl_orbincl,pl_rade,pl_eqt,pl_orbper,st_lum,sy_snum,disc_year,ra_rad,dec_rad,X,Y,Z,habitable_zone_inner,habitable_zone_outer,habitable_zone_center_au,habitable_zone_width_au,hz_score,size_score,temp_score,eccentricity_score,habitability_score,snr,habitable
3424,Kepler-223 b,Kepler-223,298.3183909,47.2794824,1859.71,1.72,5803.0,0.0756,0.078,90.0,2.99,1042.0,7.38449,0.371,1,2014,5.20663814045649,0.8251826365187107,598.4992499305836,-1110.6795163193428,1366.276305862456,0.5807518637703432,0.8366600265340756,0.7087059451522093,0.1279540813818662,0.0,0.13806233402161086,2.796059653055709e-120,0.922,0.0,13.380280771267639,True
3425,Kepler-223 c,Kepler-223,298.3183909,47.2794824,1859.71,1.72,5803.0,0.0916,0.15,90.0,3.44,947.0,9.84564,0.371,1,2014,5.20663814045649,0.8251826365187107,598.4992499305836,-1110.6795163193428,1366.276305862456,0.5807518637703432,0.8366600265340756,0.7087059451522093,0.1279540813818662,0.0,0.05095563127019423,1.2595360797099625e-91,0.85,0.0,12.064029177907646,True
3426,Kepler-223 d,Kepler-223,298.3183909,47.2794824,1859.71,1.72,5803.0,0.1201,0.037,87.94,5.24,827.0,14.78869,0.371,1,2014,5.20663814045649,0.8251826365187107,598.4992499305836,-1110.6795163193428,1366.276305862456,0.5807518637703432,0.8366600265340756,0.7087059451522093,0.1279540813818662,0.0,0.0001247997631334372,4.919420173461512e-61,0.963,0.0,16.28332159498731,True
3427,Kepler-223 e,Kepler-223,298.3183909,47.2794824,1859.71,1.72,5803.0,0.1455,0.051,88.0,4.6,751.0,19.72567,0.371,1,2014,5.20663814045649,0.8251826365187107,598.4992499305836,-1110.6795163193428,1366.276305862456,0.5807518637703432,0.8366600265340756,0.7087059451522093,0.1279540813818662,0.0,0.0015338106793244659,6.792568756842946e-45,0.949,0.0,8.549803192069836,True
3428,Kepler-224 b,Kepler-224,290.9342679,47.3575414,782.088,0.68,5018.0,0.038,0.0,89.29,1.39,937.0,3.132924,-0.514,1,2014,5.077760881734249,0.8265450230795249,189.29686307120343,-494.83124348601194,575.3002501698476,,,,,,0.9267698669075553,7.733590752953965e-89,1.0,,10.115072223001137,True
3429,Kepler-224 c,Kepler-224,290.9342679,47.3575414,782.088,0.68,5018.0,0.058,0.0,84.9,3.12,758.0,5.925003,-0.514,1,2014,5.077760881734249,0.8265450230795249,189.29686307120343,-494.83124348601194,575.3002501698476,,,,,,0.10569475594148853,2.820500292001311e-46,1.0,,21.875590332315525,True
3430,Kepler-224 d,Kepler-224,290.9342679,47.3575414,782.088,0.68,5018.0,0.089,0.0,89.14,2.3,610.0,11.349393,-0.514,1,2014,5.077760881734249,0.8265450230795249,189.29686307120343,-494.83124348601194,575.3002501698476,,,,,,0.42955735821073926,1.3556580102447515e-21,1.0,,5.048731089741267,True
3431,Kepler-224 e,Kepler-224,290.9342679,47.3575414,782.088,0.68,5018.0,0.124,0.0,89.15,1.97,517.0,18.643577,-0.514,1,2014,5.077760881734249,0.8265450230795249,189.29686307120343,-494.83124348601194,575.3002501698476,,,,,,0.6247210805339621,5.953242463265209e-11,1.0,,1.908075972755605,False
3432,Kepler-225 b,Kepler-225,292.1939846,47.4570808,561.101,0.48,3682.0,0.056,0.0,89.87,1.2,579.0,6.738975,-0.996,1,2014,5.0997470857916065,0.8282823133449846,143.30991526499176,-351.2756448457031,413.40297740337627,,,,,,0.9801986733067554,1.2503788443783407e-17,1.0,,3.3603678997690607,False
3433,Kepler-225 c,Kepler-225,292.1939846,47.4570808,561.101,0.48,3682.0,0.111,0.0,89.52,1.84,412.0,18.794234,-0.996,1,2014,5.0997470857916065,0.8282823133449846,143.30991526499176,-351.2756448457031,413.40297740337627,,,,,,0.7027177228683976,0.0018884479079789745,1.0,,2.0108981648727955,False
3434,Kepler-226 b,Kepler-226,292.3760942,47.8809596,980.138,0.8,5571.0,0.047,0.0,88.88,1.55,1018.0,3.940997,-0.239,1,2014,5.102925497911096,0.8356803940343871,250.24386947814955,-607.856872746946,727.0203072039363,,,,,,0.8596327636025423,1.1360194201247952e-112,1.0,,7.245580737748056,True
3435,Kepler-226 c,Kepler-226,292.3760942,47.8809596,980.138,0.8,5571.0,0.058,0.0,89.62,2.27,919.0,5.349555,-0.239,1,2014,5.102925497911096,0.8356803940343871,250.24386947814955,-607.856872746946,727.0203072039363,,,,,,0.4464401188399433,6.275466416007798e-84,1.0,,10.204723619575347,True
3436,Kepler-226 d,Kepler-226,292.3760942,47.8809596,980.138,0.8,5571.0,0.076,0.0,89.92,1.22,800.0,8.109044,-0.239,1,2014,5.102925497911096,0.8356803940343871,250.24386947814955,-607.856872746946,727.0203072039363,,,,,,0.9760904721403703,5.166420632837861e-55,1.0,,1.716714188206524,False
3437,Kepler-227 b,Kepler-227,291.9342748,48.141676,1083.06,1.09,5854.0,0.09,0.0,89.66,3.11,793.0,9.488015,-0.121,1,2014,5.095214294681911,0.8402307536283337,269.96538834356954,-670.4008861334652,806.6599683683145,,,,,,0.10795400739658245,1.6694762069277575e-53,1.0,,12.094383120240991,True
3438,Kepler-227 c,Kepler-227,291.9342748,48.141676,1083.06,1.09,5854.0,0.29,0.0,89.57,3.04,443.0,54.418694,-0.121,1,2014,5.095214294681911,0.8402307536283337,269.96538834356954,-670.4008861334652,806.6599683683145,,,,,,0.12483030799583289,3.6270711068331505e-05,1.0,,1.113010173698493,False
3439,Kepler-228 b,Kepler-228,296.2860853,48.2246328,1644.61,1.01,6043.0,0.038,0.0,82.17,1.53,1360.0,2.566546,0.111,1,2014,5.171167716329772,0.8416786229252521,485.21627712901784,-982.3610878382044,1226.4884465865935,0.31766191290283907,0.4576395549601793,0.3876507339315092,0.0699888210286701,0.0,0.8689671122021958,1.0312407516681725e-244,1.0,0.0,6.1141003528748525,True
3440,Kepler-228 c,Kepler-228,296.2860853,48.2246328,1644.61,1.01,6043.0,0.052,0.0,83.72,2.7,1160.0,4.134444,0.111,1,2014,5.171167716329772,0.8416786229252521,485.21627712901784,-982.3610878382044,1226.4884465865935,0.31766191290283907,0.4576395549601793,0.3876507339315092,0.0699888210286701,0.0,0.23574607655586347,2.4997731107143444e-161,1.0,0.0,10.168051455995167,True
3441,Kepler-228 d,Kepler-228,296.2860853,48.2246328,1644.61,1.01,6043.0,0.101,0.0,88.11,4.04,835.0,11.094286,0.111,1,2014,5.171167716329772,0.8416786229252521,485.21627712901784,-982.3610878382044,1226.4884465865935,0.31766191290283907,0.4576395549601793,0.3876507339315092,0.0699888210286701,0.0,0.009844916976392443,7.031224400813443e-63,1.0,0.0,6.03443865832887,True
3442,Kepler-229 b,Kepler-229,286.9994758,48.3757867,826.265,0.73,5120.0,0.062,0.0,89.68,2.2,823.0,6.252972,-0.538,1,2014,5.009085804207787,0.8443167561574824,160.46050203279947,-524.8598277667255,617.6475036046572,,,,,,0.48675225595997157,4.0172821007799504e-60,1.0,,9.828086935088384,True
3443,Kepler-229 c,Kepler-229,286.9994758,48.3757867,826.265,0.73,5120.0,0.117,0.0,89.92,4.92,600.0,16.068638,-0.538,1,2014,5.009085804207787,0.8443167561574824,160.46050203279947,-524.8598277667255,617.6475036046572,,,,,,0.00046049894189605014,2.8625185805493937e-20,1.0,,13.802745767741845,True
3444,Kepler-229 d,Kepler-229,286.9994758,48.3757867,826.265,0.73,5120.0,0.22,0.0,89.96,3.85,439.0,41.194912,-0.538,1,2014,5.009085804207787,0.8443167561574824,160.46050203279947,-524.8598277667255,617.6475036046572,,,,,,0.017227471311635108,6.375263764233022e-05,1.0,,2.3904689343304577,False
3445,Kepler-23 b,Kepler-23,294.2189131,49.4792536,835.756,1.55,5828.0,0.0733,0.017,89.57,1.638,1157.0,7.1,0.398,1,2011,5.135088755234077,0.8635758867492573,222.75586267900044,-495.2170070288149,635.3172696594646,0.6015132432608461,0.8665699026774558,0.734041572969151,0.13252832970830486,0.0,0.8158522553756178,3.2841730301675e-160,0.983,0.0,17.176087175174857,True
3446,Kepler-23 c,Kepler-23,294.2189131,49.4792536,835.756,1.55,5828.0,0.0965,0.021,89.86,3.005,1008.0,10.74,0.398,1,2011,5.135088755234077,0.8635758867492573,222.75586267900044,-495.2170070288149,635.3172696594646,0.6015132432608461,0.8665699026774558,0.734041572969151,0.13252832970830486,0.0,0.13398699982083945,1.418748487760003e-109,0.979,0.0,33.35329280190869,True
3447,Kepler-23 d,Kepler-23,294.2189131,49.4792536,835.756,1.55,5828.0,0.122,0.01,89.54,2.206,896.0,15.27,0.398,1,2014,5.135088755234077,0.8635758867492573,222.75586267900044,-495.2170070288149,635.3172696594646,0.6015132432608461,0.8665699026774558,0.734041572969151,0.13252832970830486,0.0,0.4832515275042931,7.342190662915651e-78,0.99,0.0,11.245939555377973,True
3448,Kepler-230 b,Kepler-230,285.7185682,48.5058038,740.754,0.82,5588.0,0.191,0.0,89.98,4.26,506.0,32.625555,-0.368,1,2014,4.986729749173969,0.8465859826363771,132.959005915449,-472.42895808956087,554.8416628375951,,,,,,0.004923183031710876,6.09732975305804e-10,1.0,,6.095820328135216,True
3449,Kepler-230 c,Kepler-230,285.7185682,48.5058038,740.754,0.82,5588.0,0.38,0.0,89.61,2.04,359.0,91.773242,-0.368,1,2014,4.986729749173969,0.8465859826363771,132.959005915449,-472.42895808956087,554.8416628375951,,,,,,0.5822822402018133,0.17543266235308225,1.0,,0.35316107960108023,False
3450,Kepler-231 b,Kepler-231,293.9733913,50.531846,316.618,0.49,3767.0,0.074,0.0,89.22,1.73,488.0,10.065275,-1.036,1,2014,5.130803591438654,0.8819470898107266,81.77360526065158,-183.89631969157887,244.42213281650206,,,,,,0.7660943074839663,2.114208992980118e-08,1.0,,13.090303757813551,True
3451,Kepler-231 c,Kepler-231,293.9733913,50.531846,316.618,0.49,3767.0,0.114,0.0,89.97,1.93,393.0,19.271566,-1.036,1,2014,5.130803591438654,0.8819470898107266,81.77360526065158,-183.89631969157887,244.42213281650206,,,,,,0.6489172981882297,0.013240168526058704,1.0,,6.864768133045651,True
3452,Kepler-232 b,Kepler-232,295.8161668,51.1217249,1349.13,0.97,5847.0,0.054,0.0,87.72,3.08,1104.0,4.431222,0.052,1,2014,5.162966091288738,0.8922424188037689,368.7712500937923,-762.290979033615,1050.2723386285268,0.2174229226018436,0.31323027878410764,0.26532660069297564,0.047903678091132024,0.0,0.11495667048603503,4.2909069127037714e-141,1.0,0.0,16.817048732103128,True
3453,Kepler-232 c,Kepler-232,295.8161668,51.1217249,1349.13,0.97,5847.0,0.101,0.0,86.8,3.83,806.0,11.379349,0.052,1,2014,5.162966091288738,0.8922424188037689,368.7712500937923,-762.290979033615,1050.2723386285268,0.2174229226018436,0.31323027878410764,0.26532660069297564,0.047903678091132024,0.0,0.018234315374698735,2.5263238128761693e-56,1.0,0.0,7.433454195757506,True
3454,Kepler-233 b,Kepler-233,296.3665054,51.3194548,856.417,0.76,5360.0,0.077,0.0,89.95,2.43,751.0,8.472382,-0.328,1,2014,5.172571311859554,0.895693456588408,237.70687712236457,-479.5611158587095,668.5556481057374,,,,,,0.35971256392193374,6.792568756842946e-45,1.0,,7.843099459224759,True
3455,Kepler-233 c,Kepler-233,296.3665054,51.3194548,856.417,0.76,5360.0,0.287,0.0,89.94,2.71,390.0,60.418955,-0.328,1,2014,5.172571311859554,0.895693456588408,237.70687712236457,-479.5611158587095,668.5556481057374,,,,,,0.23176067801974853,0.017422374639493515,1.0,,0.7021524471778742,False
3456,Kepler-234 b,Kepler-234,291.6535379,38.4946597,1733.1,1.11,6224.0,0.04,0.0,89.81,3.7,1420.0,2.711506,0.24,1,2014,5.090314511445069,0.6718585561997726,500.5166564826668,-1260.7177144115728,1078.753693459388,0.46709936649691375,0.6729265849104531,0.5700129757036834,0.10291360920676967,0.0,0.026121409853918223,4.078504541885092e-273,1.0,0.0,35.097984555456776,True
3457,Kepler-234 c,Kepler-234,291.6535379,38.4946597,1733.1,1.11,6224.0,0.077,0.0,89.95,3.51,1025.0,7.21205,0.24,1,2014,5.090314511445069,0.6718585561997726,500.5166564826668,-1260.7177144115728,1078.753693459388,0.46709936649691375,0.6729265849104531,0.5700129757036834,0.10291360920676967,0.0,0.042849984314261125,7.2774876113593695e-115,1.0,0.0,8.523765547962714,True
3458,Kepler-235 b,Kepler-235,286.0790779,39.278237,428.018,0.55,4255.0,0.037,0.0,89.47,2.23,731.0,3.340222,-1.102,1,2014,4.993021830424346,0.68553456002866,91.76378041246728,-318.35934779171555,270.9725864401157,,,,,,0.46932959319910966,4.597390283164904e-41,1.0,,59.98015590138803,True
3459,Kepler-235 c,Kepler-235,286.0790779,39.278237,428.018,0.55,4255.0,0.065,0.0,89.16,1.28,555.0,7.824904,-1.102,1,2014,4.993021830424346,0.68553456002866,91.76378041246728,-318.35934779171555,270.9725864401157,,,,,,0.9615583782382694,7.58578722815516e-15,1.0,,6.403162717791918,True
3460,Kepler-235 d,Kepler-235,286.0790779,39.278237,428.018,0.55,4255.0,0.122,0.0,89.576,2.05,401.0,20.060548,-1.102,1,2014,4.993021830424346,0.68553456002866,91.76378041246728,-318.35934779171555,270.9725864401157,,,,,,0.5762290736718001,0.006093698954199198,1.0,,4.6621836076524446,False
3461,Kepler-235 e,Kepler-235,286.0790779,39.278237,428.018,0.55,4255.0,0.213,0.0,89.997,2.22,306.0,46.183669,-1.102,1,2014,4.993021830424346,0.68553456002866,91.76378041246728,-318.35934779171555,270.9725864401157,,,,,,0.475114239335359,0.9821610323583008,1.0,,1.7936927564467666,False
3462,Kepler-236 b,Kepler-236,283.8664285,39.8981928,288.763,0.51,3750.0,0.065,0.0,87.95,1.57,469.0,8.295611,-1.229,1,2014,4.9544038132020685,0.6963548299554954,53.092847485187136,-215.07858173614906,185.2199324945382,,,,,,0.8500585920924472,6.281417370526502e-07,1.0,,18.1982594957293,True
3463,Kepler-236 c,Kepler-236,283.8664285,39.8981928,288.763,0.51,3750.0,0.132,0.0,89.47,2.0,329.0,23.968127,-1.229,1,2014,4.9544038132020685,0.6963548299554954,53.092847485187136,-215.07858173614906,185.2199324945382,,,,,,0.6065306597126334,0.656718378522315,1.0,,7.160929381431393,True
3464,Kepler-237 b,Kepler-237,283.2213438,40.421762,657.822,0.72,4861.0,0.05,0.0,88.96,1.41,823.0,4.715106,-0.477,1,2014,4.943144961232829,0.7054928363575281,114.53852019335217,-487.5205027683191,426.53777142996654,,,,,,0.9193852856815898,4.0172821007799504e-60,1.0,,9.526786265792285,True
3465,Kepler-237 c,Kepler-237,283.2213438,40.421762,657.822,0.72,4861.0,0.071,0.0,89.87,2.08,687.0,8.103636,-0.477,1,2014,4.943144961232829,0.7054928363575281,114.53852019335217,-487.5205027683191,426.53777142996654,,,,,,0.5581095554166826,3.0065945778781195e-33,1.0,,10.281540195986135,True
3466,Kepler-238 b,Kepler-238,287.8971066,40.6378141,1798.75,1.43,5751.0,0.034,0.0,77.03,1.73,1642.0,2.090876,0.43,1,2014,5.0247524171350975,0.7092636568583762,419.46586426831055,-1298.9155783899942,1171.481229653052,0.6252272314199782,0.9007334537569819,0.76298034258848,0.13775311116850186,0.0,0.7660943074839663,0.0,1.0,0.0,16.3630716933526,True
3467,Kepler-238 c,Kepler-238,287.8971066,40.6378141,1798.75,1.43,5751.0,0.069,0.0,88.56,2.39,1146.0,6.155557,0.43,1,2014,5.0247524171350975,0.7092636568583762,419.46586426831055,-1298.9155783899942,1171.481229653052,0.6252272314199782,0.9007334537569819,0.76298034258848,0.13775311116850186,0.0,0.38058337732311304,3.839240294570468e-156,1.0,0.0,7.582773461671858,True
3468,Kepler-238 d,Kepler-238,287.8971066,40.6378141,1798.75,1.43,5751.0,0.115,0.0,89.95,3.07,888.0,13.233549,0.43,1,2014,5.0247524171350975,0.7092636568583762,419.46586426831055,-1298.9155783899942,1171.481229653052,0.6252272314199782,0.9007334537569819,0.76298034258848,0.13775311116850186,0.0,0.11736694147977556,8.368436488145448e-76,1.0,0.0,4.504136372894029,False
3469,Kepler-238 e,Kepler-238,287.8971066,40.6378141,1798.75,0.96,5732.0,0.1658,0.0,89.98,5.6,731.0,23.654,0.43,1,2013,5.0247524171350975,0.7092636568583762,419.46586426831055,-1298.9155783899942,1171.481229653052,0.6252272314199782,0.9007334537569819,0.76298034258848,0.13775311116850186,0.0,2.541934651619929e-05,4.597390283164904e-41,1.0,0.0,3.249434998381142,False
3470,Kepler-238 f,Kepler-238,287.8971066,40.6378141,1798.75,0.96,5732.0,0.2747,0.0,89.57,2.0,568.0,50.447,0.43,1,2013,5.0247524171350975,0.7092636568583762,419.46586426831055,-1298.9155783899942,1171.481229653052,0.6252272314199782,0.9007334537569819,0.76298034258848,0.13775311116850186,0.0,0.6065306597126334,2.5328913793992074e-16,1.0,0.0,0.15098837972594187,False
3471,Kepler-239 b,Kepler-239,294.2020505,40.6633313,648.109,0.76,4914.0,0.095,0.0,89.91,2.33,616.0,11.763051,-0.475,1,2014,5.134794447343629,0.7097090160142662,201.54407622936247,-448.4129868750078,422.31629665416307,,,,,,0.4129412285088176,2.0727413314766979e-22,1.0,,8.271717834970568,True
3472,Kepler-239 c,Kepler-239,294.2020505,40.6633313,648.109,0.76,4914.0,0.268,0.0,89.56,2.51,366.0,56.228098,-0.475,1,2014,5.134794447343629,0.7097090160142662,201.54407622936247,-448.4129868750078,422.31629665416307,,,,,,0.3198030312649803,0.11326783993558948,1.0,,1.2061711451482051,False
3473,Kepler-24 b,Kepler-24,290.4132621,38.3437283,1156.81,1.1,6028.0,0.076,0.023,77.26,2.348,1050.0,8.14,0.064,1,2011,5.068667615102262,0.6692243063251281,316.45265567979646,-850.3130674656459,717.6592367623844,0.2412090756622109,0.3474977942104555,0.2943534349363332,0.05314435927412231,0.0,0.4031075013008649,7.156109291711506e-123,0.977,0.0,8.630387633830548,True
3474,Kepler-24 c,Kepler-24,290.4132621,38.3437283,1156.81,1.1,6028.0,0.1003,0.014,78.63,2.514,915.0,12.33,0.064,1,2011,5.068667615102262,0.6692243063251281,316.45265567979646,-850.3130674656459,717.6592367623844,0.2412090756622109,0.3474977942104555,0.2943534349363332,0.05314435927412231,0.0,0.3178746996845104,7.404313372006195e-83,0.986,0.0,5.680544712039258,True
3475,Kepler-24 d,Kepler-24,290.4132621,38.3437283,1156.81,1.29,5897.0,0.051,0.0,75.07,1.67,1305.0,4.244384,0.142,1,2014,5.068667615102262,0.6692243063251281,316.45265567979646,-850.3130674656459,717.6592367623844,0.35929223355217277,0.5176142659373741,0.43845324974477345,0.07916101619260069,0.0,0.798955523477418,4.74086903059399e-220,1.0,0.0,13.333615960900588,True
3476,Kepler-24 e,Kepler-24,290.4132621,38.3437283,1156.81,1.29,5897.0,0.138,0.0,79.72,2.78,792.0,18.998355,0.142,1,2014,5.068667615102262,0.6692243063251281,316.45265567979646,-850.3130674656459,717.6592367623844,0.35929223355217277,0.5176142659373741,0.43845324974477345,0.07916101619260069,0.0,0.205111816952077,2.7319343972057713e-53,1.0,0.0,5.046459256105938,True
3477,Kepler-240 b,Kepler-240,291.1587635,40.7502108,746.927,0.74,4985.0,0.048,0.0,89.99,1.37,864.0,4.144495,-0.524,1,2014,5.081679069110489,0.7112253493417524,204.24333692507022,-527.696912988546,487.5659654580815,,,,,,0.9338401509437892,8.439782259040552e-70,1.0,,7.995871052300507,True
3478,Kepler-240 c,Kepler-240,291.1587635,40.7502108,746.927,0.74,4985.0,0.074,0.0,89.24,2.2,696.0,7.953528,-0.524,1,2014,5.081679069110489,0.7112253493417524,204.24333692507022,-527.696912988546,487.5659654580815,,,,,,0.48675225595997157,8.86825684793637e-35,1.0,,8.67539073605139,True
3479,Kepler-241 b,Kepler-241,292.9131121,41.0609786,512.0,0.67,4699.0,0.094,0.0,89.17,2.33,562.0,12.718092,-0.607,1,2014,5.112298228408242,0.7166492706609318,150.30408018888926,-355.59254812466264,336.31328132677345,,,,,,0.4129412285088176,1.2420663387296556e-15,1.0,,10.52121313085595,True
3480,Kepler-241 c,Kepler-241,292.9131121,41.0609786,512.0,0.67,4699.0,0.189,0.0,89.77,2.57,397.0,36.065978,-0.607,1,2014,5.112298228408242,0.7166492706609318,150.30408018888926,-355.59254812466264,336.31328132677345,,,,,,0.2915773373926635,0.009054440306439577,1.0,,3.166301901685354,False
3481,Kepler-242 b,Kepler-242,286.5656932,41.8084168,600.241,0.85,5020.0,0.075,0.0,86.43,2.61,742.0,8.20395,-0.613,1,2014,5.001514869599926,0.7296945282061117,127.56207766313936,-428.83618900050465,400.14584519495713,,,,,,0.27361042250726403,3.777864862090005e-43,1.0,,24.28538682114381,True
3482,Kepler-242 c,Kepler-242,286.5656932,41.8084168,600.241,0.85,5020.0,0.109,0.0,84.34,2.0,613.0,14.496481,-0.613,1,2014,5.001514869599926,0.7296945282061117,127.56207766313936,-428.83618900050465,400.14584519495713,,,,,,0.6065306597126334,5.32478345940941e-22,1.0,,6.7513952358621125,True
3483,Kepler-243 b,Kepler-243,285.1104819,42.0339619,693.86,0.84,5228.0,0.062,0.0,88.81,2.45,850.0,5.715442,-0.373,1,2014,4.976116641102699,0.7336310328128515,134.345455720073,-497.5444717923048,464.5885240901698,,,,,,0.3495006001997564,2.0556994142438373e-66,1.0,,22.885671420692518,True
3484,Kepler-243 c,Kepler-243,285.1104819,42.0339619,693.86,0.84,5228.0,0.142,0.0,88.43,1.99,559.0,20.026218,-0.373,1,2014,4.976116641102699,0.7336310328128515,134.345455720073,-497.5444717923048,464.5885240901698,,,,,,0.6125957636304771,2.7136006195020253e-15,1.0,,2.8783548428832475,False
3485,Kepler-244 b,Kepler-244,287.242641,42.3014185,1036.49,0.8,5554.0,0.05,0.0,89.08,2.76,1038.0,4.311792,-0.256,1,2014,5.013329837574057,0.7382990310890409,227.2356154984908,-732.1503113307591,697.5897195108987,,,,,,0.21250282427502212,5.395828021136882e-119,1.0,,18.152142684074335,True
3486,Kepler-244 c,Kepler-244,287.242641,42.3014185,1036.49,0.8,5554.0,0.087,0.0,87.68,2.05,791.0,9.767292,-0.256,1,2014,5.013329837574057,0.7382990310890409,227.2356154984908,-732.1503113307591,697.5897195108987,,,,,,0.5762290736718001,4.4660749189684045e-53,1.0,,3.307645504572872,False
3487,Kepler-244 d,Kepler-244,287.242641,42.3014185,1036.49,0.8,5554.0,0.14,0.0,89.31,2.31,622.0,20.050401,-0.256,1,2014,5.013329837574057,0.7382990310890409,227.2356154984908,-732.1503113307591,697.5897195108987,,,,,,0.4239880534383814,3.057070605147805e-23,1.0,,1.6218759339356354,False
3488,Kepler-245 b,Kepler-245,291.6389972,42.4363482,861.527,0.8,5100.0,0.071,0.0,89.95,2.57,753.0,7.49019,-0.396,1,2014,5.090060728354524,0.740653998612769,234.46715618133348,-591.0208431498311,581.3331982294671,,,,,,0.2915773373926635,2.7506278225520885e-45,1.0,,11.297744214109558,True
3489,Kepler-245 c,Kepler-245,291.6389972,42.4363482,861.527,0.8,5100.0,0.124,0.0,89.31,2.18,568.0,17.460812,-0.396,1,2014,5.090060728354524,0.740653998612769,234.46715618133348,-591.0208431498311,581.3331982294671,,,,,,0.4984759178374659,2.5328913793992074e-16,1.0,,2.665089544871921,False
3490,Kepler-245 d,Kepler-245,291.6389972,42.4363482,861.527,0.8,5100.0,0.202,0.0,89.97,3.03,445.0,36.277108,-0.396,1,2014,5.090060728354524,0.740653998612769,234.46715618133348,-591.0208431498311,581.3331982294671,,,,,,0.1273966285111471,2.719438608223449e-05,1.0,,1.9401026406529107,False
3491,Kepler-245 e,Kepler-245,291.6389972,42.4363482,861.527,0.8,5174.0,0.04,0.0,89.72,1.75,998.0,3.21982106,-0.396,1,2016,5.090060728354524,0.740653998612769,234.46715618133348,-591.0208431498311,581.3331982294671,,,,,,0.7548396019890073,1.6032292193244285e-106,1.0,,16.504345380554277,True
3492,Kepler-246 b,Kepler-246,296.4834007,42.6633806,626.078,0.83,5206.0,0.052,0.0,87.56,2.34,896.0,4.60182,-0.413,1,2014,5.174611519724661,0.744616461501474,205.30346291447358,-412.0739667744518,424.2866909367926,,,,,,0.4074650976125277,7.342190662915651e-78,1.0,,35.5896998941997,True
3493,Kepler-246 c,Kepler-246,296.4834007,42.6633806,626.078,0.83,5206.0,0.095,0.0,89.1,1.5,667.0,11.187161,-0.413,1,2014,5.174611519724661,0.744616461501474,205.30346291447358,-412.0739667744518,424.2866909367926,,,,,,0.8824969025845955,5.6578999501424246e-30,1.0,,4.381618946654316,False
3494,Kepler-247 b,Kepler-247,288.6425609,43.0393769,663.711,0.77,5100.0,0.042,0.0,88.88,1.64,970.0,3.33616,-0.422,1,2014,5.037763049093247,0.7511788349117903,155.06745837690235,-459.643883082346,452.9833061145966,,,,,,0.8148102621687294,3.3312216994341073e-98,1.0,,20.521662206589045,True
3495,Kepler-247 c,Kepler-247,288.6425609,43.0393769,663.711,0.77,5100.0,0.084,0.0,89.89,4.09,686.0,9.439452,-0.422,1,2014,5.037763049093247,0.7511788349117903,155.06745837690235,-459.643883082346,452.9833061145966,,,,,,0.008446104076226112,4.425167225430208e-33,1.0,,31.908872839645507,True
3496,Kepler-247 d,Kepler-247,288.6425609,43.0393769,663.711,0.77,5100.0,0.14,0.0,89.43,3.94,530.0,20.477912,-0.422,1,2014,5.037763049093247,0.7511788349117903,155.06745837690235,-459.643883082346,452.9833061145966,,,,,,0.013275965284957045,3.2576989934351024e-12,1.0,,10.660063499672262,True
3497,Kepler-248 b,Kepler-248,293.0613138,43.5813577,738.792,0.83,5190.0,0.066,0.0,89.9,3.02,819.0,6.308205,-0.418,1,2014,5.114884836030295,0.7606381843543831,209.63781249530874,-492.41000019133395,509.3112982722377,,,,,,0.1300027077366511,3.2285092127455378e-59,1.0,,26.426389482309855,True
3498,Kepler-248 c,Kepler-248,293.0613138,43.5813577,738.792,0.83,5190.0,0.123,0.0,89.92,4.07,598.0,16.239494,-0.418,1,2014,5.114884836030295,0.7606381843543831,209.63781249530874,-492.41000019133395,509.3112982722377,,,,,,0.00898274288089092,5.205427648988881e-20,1.0,,13.819438968999917,True
3499,Kepler-249 b,Kepler-249,296.9853002,43.6586043,190.401,0.48,3568.0,0.035,0.0,90.0,1.09,554.0,3.306539,-1.495,1,2014,5.183371318513774,0.7619863918603542,62.50509728818358,-122.75100535598007,131.44521405547965,,,,,,0.9959581901895135,9.78427392184295e-15,1.0,,61.639758984544876,True
3500,Kepler-249 c,Kepler-249,296.9853002,43.6586043,190.401,0.48,3568.0,0.058,0.0,89.21,1.51,429.0,7.113702,-1.495,1,2014,5.183371318513774,0.7619863918603542,62.50509728818358,-122.75100535598007,131.44521405547965,,,,,,0.8780515272466163,0.000243474096737915,1.0,,43.07665105496466,True
3501,Kepler-249 d,Kepler-249,296.9853002,43.6586043,190.401,0.48,3568.0,0.097,0.0,89.86,1.57,332.0,15.368459,-1.495,1,2014,5.183371318513774,0.7619863918603542,62.50509728818358,-122.75100535598007,131.44521405547965,,,,,,0.8500585920924472,0.5992957878455384,1.0,,16.64944883049739,True
3502,Kepler-25 b,Kepler-25,286.6383905,39.4879038,243.249,1.32,6103.0,0.069445,0.0029,92.827,2.748,1185.0,6.238297,0.467,2,2011,5.002783676842236,0.6891939360207804,53.752686158287204,-179.86950823881565,154.68576126358658,0.6515715268068845,0.9386863562829163,0.7951289415449003,0.14355741473801592,0.0,0.21702298703827852,8.411088559897842e-171,0.9971,0.0,461.1022353198666,True
