,pl_name,hostname,ra,dec,sy_dist,st_rad,st_teff,pl_orbsmax,pl_orbeccen,pl_orbincl,pl_rade,pl_eqt,pl_orbper,st_lum,sy_snum,disc_year,ra_rad,dec_rad,X,Y,Z,habitable_zone_inner,habitable_zone_outer,habitable_zone_center_au,habitable_zone_width_au,hz_score,size_score,temp_score,eccentricity_score,habitability_score,snr,habitable
548,HD 11112 b,HD 11112,27.0881399,-41.4944106,44.3804,1.47,5905.64,13.38,0.285,144.876,12.6,,17244.90764,0.377,1,2022,0.47277722949584755,-0.7242140861444358,29.595430535468495,15.137017355845348,-29.40410007378386,0.5854291355298886,0.843398336918553,0.7144137362242209,0.1289846006943322,0.0,6.0348608059710055e-30,,0.7150000000000001,,9.729289101659907,True
549,HD 111232 b,HD 111232,192.2159553,-68.4246679,28.9571,0.9,5512.0,2.148,0.214,93.521,12.6,,1169.13202,-0.161,1,2003,3.3548012948512445,-1.1942357444386742,-10.407119188671992,-2.253132566830849,-26.92821762090951,,,,,,6.0348608059710055e-30,,0.786,,332.3895972185647,True
550,HD 111232 c,HD 111232,192.2159553,-68.4246679,28.9571,0.9,5494.0,17.25,0.558,87.902,12.2,,26472.44623,-0.161,1,2022,3.3548012948512445,-1.1942357444386742,-10.407119188671992,-2.253132566830849,-26.92821762090951,,,,,,5.768329961247925e-28,,0.44199999999999995,,4.831882331544732,False
551,HD 111591 b,HD 111591,192.5725483,22.8631285,114.166,8.03,4884.0,2.5,0.26,,12.9,,1056.4,1.581,1,2017,3.361025016790809,0.3990368696315523,-102.67412768414061,-22.89874077512423,44.35703699769012,1.1988630978025503,1.7271418204433961,1.4630024591229733,0.2641393613204229,0.0,1.777375579568326e-31,,0.74,,1317.2157764308793,True
552,HD 111998 b,HD 111998,193.2953521,-3.5531133,33.2237,1.45,6557.0,1.91,0.13,90.0,12.9,,810.0,0.512,1,2016,3.3736403229467355,-0.06201352578140104,-32.27107117644675,-7.6257938660208024,-2.058998476849088,0.6822422923379534,0.9828721869343219,0.8325572396361376,0.15031494729818423,0.0,1.777375579568326e-31,,0.87,,868.8657888421961,True
553,HD 112300 b,HD 112300,193.8988441,3.3972376,62.07324,65.8,3657.0,1.33,0.36,,12.2,,466.63,2.701,1,2023,3.3841732453561812,0.059292981592550115,-60.14992956745716,-14.884314862526569,3.678351288378222,1.566989006169011,2.2574823177811028,1.912235661975057,0.34524665580604585,0.0,5.768329961247925e-28,,0.64,,945495.219736804,True
554,HD 112570 b,HD 112570,194.2824262,46.1765638,101.166,9.85,4750.0,3.9,0.2,54.0,13.1,,2615.0,1.647,1,2023,3.390868015952895,0.8059330755672243,-67.88603563065148,-17.28176032595738,72.98894767285033,1.2236309604095212,1.7628236354812472,1.4932272979453842,0.269596337535863,0.0,1.6123987480502325e-32,,0.8,,1069.5883913216094,True
555,HD 112640 b,HD 112640,194.2415171,67.2429122,323.335,39.0,4155.0,1.7,0.24,,12.9,,613.2,2.453,1,2020,3.390154017463868,1.173610216519464,-121.2302156952013,-30.76944691451752,298.16438111228115,1.4933184523068077,2.1513488528810134,1.8223336525939104,0.32901520028710285,0.6281823682092481,1.777375579568326e-31,,0.76,,8377.324831024904,True
556,HD 113337 b,HD 113337,195.4438496,63.610328,36.18,1.5,6774.0,1.022,0.28,,13.1,,317.58639,0.632,1,2013,3.4111386782926023,1.1102096618735395,-15.500402239244128,-4.282287596388234,32.40975074516086,0.7579877667518483,1.0919948856055504,0.9249913261786993,0.16700355942685102,0.4191221183893906,1.6123987480502325e-32,,0.72,,2824.1398098061763,True
557,HD 113337 c,HD 113337,195.4438496,63.610328,36.18,1.53,6667.33,6.805,0.164,57.478,12.1,,5429.93477,0.62,1,2022,3.4111386782926023,1.1102096618735395,-15.500402239244128,-4.282287596388234,32.40975074516086,0.7507571935295483,1.0815781621106804,0.9161676778201143,0.16541048429056604,0.0,1.7590915496847662e-27,,0.836,,56.540574651940425,True
558,HD 11343 c,HIP 8541,27.5271962,-54.4651633,155.121,6.78,4708.93,0.923,0.169,,13.9,,228.53731,1.309,2,2022,0.48044020753247146,-0.95059642722138,79.94957137027599,41.66735744250614,-126.2316204540985,1.0908712114635715,1.571563336539357,1.3312172740014643,0.2403460625378928,0.0,7.320278991059906e-37,,0.831,,4332.5580925065315,True
559,HD 113538 b,HD 113538,196.233933,-52.4463502,16.2817,0.53,4462.0,1.24,0.14,,13.2,,663.2,-1.046,1,2010,3.424928234987954,-0.9153614916439865,-9.528084396099436,-2.7742846982397413,-12.90785447097694,,,,,,4.7841485558169035e-33,,0.86,,1200.7614444697385,True
560,HD 113538 c,HD 113538,196.233933,-52.4463502,16.2817,0.53,4462.0,2.44,0.2,,13.8,,1818.0,-1.046,1,2010,3.424928234987954,-0.9153614916439865,-9.528084396099436,-2.7742846982397413,-12.90785447097694,,,,,,2.6460377906875848e-36,,0.8,,338.94619479547447,True
561,HD 113996 b,HD 113996,196.794874,27.6244384,116.334,25.11,4181.0,1.6,0.28,,12.7,,610.2,2.464,2,2017,3.4347185023473834,0.4821374040943543,-98.67608320996564,-29.782433418145715,53.941049471007304,1.4966629547095764,2.156167109426722,1.8264150320681491,0.3297520773585727,0.31337799633648666,1.8824098475949752e-30,,0.72,,29352.6678349804,True
562,HD 114082 b,HD 114082,197.3171237,-60.3084347,95.3906,1.49,6651.0,0.5109,0.395,90.0,11.209,,109.75,0.583,1,2022,3.443833479129936,-1.0525807522389987,-45.10815205971787,-14.064415280287461,-82.86623805230323,0.7280109889280517,1.0488088481701514,0.8884099185491016,0.16039892962104985,0.0,2.3340772683459124e-23,,0.605,,1174.4196492735368,True
563,HD 114386 b,HD 114386,197.6652124,-35.0561807,27.9243,0.76,4836.0,1.73,0.23,,13.7,,937.70001,-0.54,1,2003,3.449908773033923,-0.6118457763890905,-21.78065799468411,-6.9365262542099755,-16.039141851522444,,,,,,9.469379172715915e-36,,0.77,,464.52759953968723,True
564,HD 114729 b,HD 114729,198.1833997,-31.8746756,37.8063,1.47,5844.0,2.067,0.079,,13.9,,1121.79,0.421,2,2002,3.4589528475609423,-0.5563180372250991,-30.502046919525508,-10.018771033569603,-19.964109807000437,0.6186495556672393,0.8912573268374905,0.7549534412523649,0.13630388558512557,0.0,7.320278991059906e-37,,0.921,,683.683288321422,True
565,HD 114783 b,HD 114783,198.1818436,-2.2649921,21.0628,0.84,5135.0,1.16,0.144,,13.7,,493.7,-0.372,1,2001,3.458925688492452,-0.03953156967666066,-19.995520893010134,-6.567172186464949,-0.8324286939530734,,,,,,9.469379172715915e-36,,0.856,,2218.4595784776257,True
566,HD 114783 c,HD 114783,198.1818436,-2.2649921,21.0628,0.84,5126.74,5.0,0.05,159.0,13.4,,4352.0,-0.373,1,2018,3.458925688492452,-0.03953156967666066,-19.995520893010134,-6.567172186464949,-0.8324286939530734,,,,,,4.0873349728658875e-34,,0.95,,114.2341494021071,True
567,HD 11505 b,HD 11505,28.2750265,-1.3284416,38.9679,1.2,5757.15,20.247,0.144,87.505,12.6,,32669.22247,0.151,1,2022,0.49349230851364845,-0.0231856798404615,34.30917860253355,18.45430391555412,-0.9034163059286973,0.37050334313299693,0.5337655481364065,0.45213444563470173,0.0816311025017048,0.0,6.0348608059710055e-30,,0.856,,3.672554188022493,False
568,HD 11506 b,HD 11506,28.2106607,-19.507396,51.261,1.24,6183.0,2.8,0.391,112.598,12.9,,1613.74017,0.337,1,2007,0.4923689133779683,-0.34046828869037177,42.57904367817684,22.84088410828044,-17.11751073036065,0.5535012523595916,0.7974014400562451,0.6754513462079184,0.12195009384832678,0.0,1.777375579568326e-31,,0.609,,124.20314128316457,True
569,HD 11506 c,HD 11506,28.2106607,-19.507396,51.261,1.34,6055.0,0.75,0.233,,13.4,,223.95986,0.337,1,2008,0.4923689133779683,-0.34046828869037177,42.57904367817684,22.84088410828044,-17.11751073036065,0.5535012523595916,0.7974014400562451,0.6754513462079184,0.12195009384832678,0.38869539629218997,4.0873349728658875e-34,,0.767,,2181.3357564386033,True
570,HD 11506 d,HD 11506,28.2106607,-19.507396,51.261,1.24,6183.0,12.235,0.061,82.004,12.6,,14723.57452,0.337,1,2022,0.4923689133779683,-0.34046828869037177,42.57904367817684,22.84088410828044,-17.11751073036065,0.5535012523595916,0.7974014400562451,0.6754513462079184,0.12195009384832678,0.0,6.0348608059710055e-30,,0.9390000000000001,,6.205865585956009,True
571,HD 115404 A b,HD 115404 A,199.2155793,17.0160384,10.9816,0.73,5019.17,0.088,0.232,,6.09,,10.49488,-0.52,1,2022,3.4769677800528602,0.2969858957257879,-9.915821979753545,-3.4560780170627727,3.213648668696057,,,,,,2.3666147486875816e-06,,0.768,,211633.1615606149,True
572,HD 115404 A c,HD 115404 A,199.2155793,17.0160384,10.9816,0.73,5019.17,11.364,0.211,25.791,12.5,,15319.22517,-0.52,1,2022,3.4769677800528602,0.2969858957257879,-9.915821979753545,-3.4560780170627727,3.213648668696057,,,,,,1.915478951967148e-29,,0.789,,53.46530575705973,True
573,HD 115954 b,HD 115954,199.9853694,38.3691383,87.6437,1.21,5957.0,5.0,0.487,79.0,12.6,145.0,3700.0,0.481,1,2021,3.490403151847117,0.6696677944880599,-64.57707871760269,-23.485461820907414,54.40268501691113,0.661266003415212,0.9526527015714177,0.8069593524933149,0.14569334907810283,0.0,6.0348608059710055e-30,6.067887721667213e-06,0.513,0.0,12.104041804279623,True
574,HD 116029 b,HD 116029,200.1646905,24.6484725,123.245,4.89,4819.0,1.65,0.0,,13.6,,670.0,1.053,2,2011,3.493532895460415,0.430197000712278,-105.14945052053143,-38.6139093656614,51.399310148394,0.9784031517082962,1.4095362545284844,1.1939697031183902,0.21556655141009412,0.0,3.355088856231146e-35,,1.0,,1069.5202905209785,True
575,HD 116029 c,HD 116029,200.1646905,24.6484725,123.245,4.6,4951.0,,0.038,,13.7,,907.0,1.063,2,2018,3.493532895460415,0.430197000712278,-105.14945052053143,-38.6139093656614,51.399310148394,0.9830379628293284,1.4162133940047632,1.1996256784170458,0.2165877155877174,,9.469379172715915e-36,,0.962,,,False
576,HD 117207 b,HD 117207,202.3368806,-35.5713041,32.3547,1.07,5732.0,3.787,0.157,76.6,13.4,,2621.75,0.066,1,2004,3.5314447646846396,-0.6208363757731583,-24.34236746680575,-10.001841810989513,-18.821235841169916,0.2449489742783178,0.352885678211503,0.2989173262449104,0.05396835196659261,0.0,4.0873349728658875e-34,,0.843,,136.93415534028853,True
577,HD 11755 b,HD 11755,29.707836,73.1521372,235.045,20.58,4312.0,1.09,0.19,,12.8,,433.70001,2.169,1,2015,0.5184995518425022,1.2767456490106257,59.16953522027559,33.760432906631046,224.95633197750496,1.4042144358388364,2.022981173958047,1.7135978048984417,0.3093833690596054,0.0,5.813238884889546e-31,,0.81,,10571.96337955004,True
578,HD 117618 b,HD 117618,203.1066418,-47.2719049,37.7781,1.2,5990.0,0.18,0.15,,8.59,,25.8,0.213,1,2004,3.5448796320787426,-0.8250503841946408,-23.57679758507044,-10.059586825167171,-27.751111115584898,0.44004132037385263,0.6339454175659212,0.5369933689698869,0.09695204859603426,0.0,3.09428298019173e-13,,0.85,,22978.601090012115,True
579,HD 118203 b,HD 118203,203.509956,53.7281876,92.2589,2.03,5788.0,0.0701,0.301,88.9,12.554,1371.0,6.134989,0.7,1,2005,3.551918792788789,0.9377337747491901,-50.05109710389623,-21.77317860522875,74.38091826087629,0.7977240352174656,1.1492409307804574,0.9734824829989615,0.1757584477814959,0.0,1.0278915823461008e-29,8.379374322425015e-250,0.6990000000000001,0.0,155275.7887782478,True
580,HD 118203 c,HD 118203,203.509956,53.7281876,92.2589,2.03,5788.0,6.2,0.257,95.0,12.4,146.0,5070.0,0.7,1,2024,3.551918792788789,0.9377337747491901,-50.05109710389623,-21.77317860522875,74.38091826087629,0.7977240352174656,1.1492409307804574,0.9734824829989615,0.1757584477814959,0.0,6.019280276816486e-29,7.081675682098689e-06,0.743,0.0,19.365803582319437,True
581,HD 11964 b,HD 11964,29.2884252,-10.2434693,33.5369,2.01,5303.0,3.16,0.041,,14.1,,1945.0,0.459,2,2005,0.5111794524640787,-0.17878226611195877,28.783601414435978,16.144958655948138,-5.963913247407661,0.6459665063087461,0.93061148491143,0.788288995610088,0.14232248930134195,0.0,5.437033141932361e-38,,0.959,,715.1717369189485,True
582,HD 11964 c,HD 11964,29.2884252,-10.2434693,33.5369,2.01,5303.0,0.229,0.3,,5.38,,37.91,0.459,2,2008,0.5111794524640787,-0.17878226611195877,28.783601414435978,16.144958655948138,-5.963913247407661,0.6459665063087461,0.93061148491143,0.788288995610088,0.14232248930134195,0.0,6.825908631090989e-05,,0.7,,19826.21765870367,True
583,HD 11977 b,HD 11977,28.7347403,-67.6469871,67.9331,10.09,4970.0,1.93,0.4,,12.7,,711.0,1.839,1,2005,0.5015158279405031,-1.1806626539491307,22.654225180857633,12.4206851400077,-62.82848667378347,1.292988082628058,1.8627429561683266,1.5778655193981923,0.28487743677013433,0.0,1.8824098475949752e-30,,0.6,,9552.395379035868,True
584,HD 120084 b,HD 120084,205.661989,78.0646376,103.044,10.37,4879.0,4.21,0.483,38.0,12.7,,2142.0,1.738,1,2013,3.5894788542503604,1.362484955496164,-19.20837627638842,-9.228677503315614,100.81634653350852,1.2569805089976533,1.8108686542703387,1.533924581633996,0.2769440726363427,0.0,1.8824098475949752e-30,,0.517,,921.6273305465485,True
585,HD 121504 b,HD 121504,209.3199062,-56.0404085,41.6592,1.07,6027.0,0.33,0.03,,13.6,,63.33,0.19,1,2003,3.653321553155692,-0.9780896424876167,-20.290110511413904,-11.395550117239058,-34.55346288869039,0.4156047072968167,0.5987408170800917,0.5071727621884542,0.09156805489163752,0.0,3.355088856231146e-35,,0.97,,11204.58152419305,True
586,HD 12235 b,HD 12235,30.0391601,3.0959098,31.7627,1.8,5986.0,0.054,0.376,,3.23,,4.36305,0.575,1,2022,0.5242822482787091,0.05403381935475914,27.456313918651333,15.876940966949896,1.7154249684732426,0.7229988054812211,1.0415880473475867,0.8822934264144039,0.1592946209331828,0.0,0.08320482001170693,,0.624,,114902.03220008148,True
587,HD 12235 c,HD 12235,30.0391601,3.0959098,31.7627,1.8,5986.0,22.21,0.174,47.738,12.5,,36336.70679,0.575,1,2022,0.5242822482787091,0.05403381935475914,27.456313918651333,15.876940966949896,1.7154249684732426,0.7229988054812211,1.0415880473475867,0.8822934264144039,0.1592946209331828,0.0,1.915478951967148e-29,,0.8260000000000001,,10.172626373452339,True
588,HD 122562 c,HD 122562,210.5886904,20.8810286,53.2528,2.17,4956.0,0.406,0.228,,10.1,,84.96276,0.407,1,2022,3.675466014942974,0.36444270027310205,-42.83146906916344,-25.319050058054113,18.980823727516295,0.6082762530298219,0.8763130310008443,0.7422946420153331,0.13401838898551122,0.0,1.0424061783901673e-18,,0.772,,10276.027381187085,True
589,HD 124330 b,HD 124330,212.8207093,54.4089731,60.1977,1.3,5873.0,0.86,0.34,0.808,14.0,,270.66,0.338,1,2021,3.7144220937147168,0.9496157232240259,-29.44221943105488,-18.98928067939235,48.95228308815505,0.5543218625245872,0.7985836518841365,0.6764527572043618,0.12213089467977467,0.0,2.005008781961654e-37,,0.6599999999999999,,1235.9078106722689,True
590,HD 12484 b,HD 12484,30.6115322,2.8158078,48.3367,1.0,5920.0,0.297,0.07,,13.2,,58.83,0.022,1,2016,0.5342720259702634,0.04914511721333799,41.55024834002855,24.584037716114427,2.374556662751545,0.1414213562373095,0.2037386413085749,0.17257999877294222,0.031158642535632705,0.0,4.7841485558169035e-33,,0.9299999999999999,,8454.364522314494,True
591,HD 125271 b,HD 125271,216.6474037,-81.4542756,39.3466,0.75,4703.93,10.817,0.165,93.088,12.4,,14901.99295,-0.604,1,2022,3.7812105104623455,-1.4216452990468798,-4.691068559716275,-3.489920495782829,-38.90975793115599,,,,,,6.019280276816486e-29,,0.835,,4.774609053029285,False
592,HD 125390 b,HD 125390,214.5387463,38.9669132,153.647,6.47,4882.0,3.496,0.597,84.685,11.9,,1757.39151,1.124,1,2019,3.7444074960358025,0.6801009346788397,-98.40595225205428,-67.7305636976436,96.62422010844824,1.01085022719401,1.4562811256694677,1.2335656764317389,0.2227154492377288,0.0,1.5875824982645435e-26,,0.403,,205.45251705270613,True
593,HD 125595 b,HD 125595,215.3434326,-40.3942443,28.1989,0.74,4691.0,0.08,0.0,,2.4,,9.6737,-0.617,1,2009,3.7584519214164933,-0.7050125618899521,-17.518267182804486,-12.423572168929027,-18.274110941035886,,,,,,0.37531109885139957,,1.0,,6197.857888944246,True
594,HD 125612 b,HD 125612,215.2227183,-17.4818147,57.6207,1.07,5900.0,1.349,0.446,,13.2,,557.69994,0.06,2,2007,3.756345059427253,-0.30511522573854477,-44.89717511542936,-31.69814138455137,-17.309435805636816,0.23354968324845687,0.33646329245522655,0.2850064878518417,0.05145680460338484,0.0,4.7841485558169035e-33,,0.554,,330.16760430913854,True
595,HD 125612 c,HD 125612,215.2227183,-17.4818147,57.6207,1.05,5900.0,0.051,0.149,,4.07,,4.15466,0.06,2,2009,3.756345059427253,-0.30511522573854477,-44.89717511542936,-31.69814138455137,-17.309435805636816,0.23354968324845687,0.33646329245522655,0.2850064878518417,0.05145680460338484,0.0,0.00898274288089092,,0.851,,21148.03421960863,True
596,HD 125612 d,HD 125612,215.2227183,-17.4818147,57.6207,1.05,5900.0,3.982,0.115,88.195,12.7,,2822.72698,0.06,2,2009,3.756345059427253,-0.30511522573854477,-44.89717511542936,-31.69814138455137,-17.309435805636816,0.23354968324845687,0.33646329245522655,0.2850064878518417,0.05145680460338484,0.0,1.8824098475949752e-30,,0.885,,33.77741958680934,True
597,HD 12648 b,HD 12648,34.7480718,85.7365329,182.192,11.02,4835.0,0.54,0.04,,13.4,,133.60001,1.753,1,2015,0.6064682616293925,1.4963847883494423,11.129204066326686,7.72004880701385,181.68782713012828,1.2623931097864736,1.818666316235972,1.5405297130112228,0.2781366032247492,0.0,4.0873349728658875e-34,,0.96,,22528.208634865085,True
598,HD 126525 b,HD 126525,216.8852514,-51.9329118,37.6506,0.98,5638.0,1.837,0.035,,10.3,,960.41,-0.04,1,2018,3.785361735945641,-0.9064003010578149,-18.568065061079253,-13.933824969077722,-29.641915625995463,,,,,,1.6555226620987626e-19,,0.965,,212.99258536243886,True
599,HD 12661 b,HD 12661,31.1423525,25.4135632,37.8478,1.2,5645.0,0.84,0.38,,13.3,,262.70862,0.133,1,2000,0.5435365879416874,0.4435503525036662,29.25878039982202,17.679536024284236,16.242344052538314,0.3477198454346414,0.5009425079052636,0.4243311766699525,0.07661133123531111,0.0,1.4053804777628923e-33,,0.62,,2520.147277548755,True
600,HD 12661 c,HD 12661,31.1423525,25.4135632,37.8478,1.11,5748.0,2.8145,0.031,,13.4,,1708.0,0.063,1,2002,0.5435365879416874,0.4435503525036662,29.25878039982202,17.679536024284236,16.242344052538314,0.2393172105652397,0.3447722792341372,0.29204474489968846,0.05272753433444877,0.0,4.0873349728658875e-34,,0.969,,194.97178516919243,True
601,HD 126614 b,HD 126614,216.7005171,-5.1784093,73.0961,1.37,5568.0,2.249,0.548,97.477,12.7,,1257.25303,0.083,3,2009,3.7821375141692744,-0.0903802923008948,-58.367075767603296,-43.50629691913978,-6.597456322894874,0.2746899078134205,0.39573194663168865,0.3352109272225546,0.06052101940913407,0.0,1.8824098475949752e-30,,0.45199999999999996,,112.01630769465739,True
602,HD 127506 b,HD 127506,217.6848544,35.4546059,22.5279,0.74,4595.32,0.287,0.24,,5.67,,65.78395,-0.663,1,2022,3.7993174410044657,0.6187996079520074,-14.522449282165216,-11.218093533161431,13.067483412584863,,,,,,1.8376277343296646e-05,,0.76,,4211.3791674248605,True
603,HD 128311 b,HD 128311,219.0032292,9.7454368,16.3292,0.76,4965.0,1.084,0.303,30.0,13.5,,453.019,-0.512,1,2002,3.822327422039787,0.17008995920502012,-12.506476024006387,-10.128711732943612,2.764060189627536,,,,,,1.1769109439216723e-34,,0.6970000000000001,,3359.7451875448596,True
604,HD 128311 c,HD 128311,219.0032292,9.7454368,16.3292,0.76,4965.0,1.74,0.159,55.95,13.0,,921.538,-0.512,1,2005,3.822327422039787,0.17008995920502012,-12.506476024006387,-10.128711732943612,2.764060189627536,,,,,,5.380186160021138e-32,,0.841,,1209.165022887153,True
605,HD 128356 b,HD 128356,219.2702793,-25.8031728,26.1548,0.85,4875.0,0.87,0.57,,13.9,,298.2,-0.444,1,2016,3.826988325552567,-0.45035032282104426,-18.22937023544968,-14.904782502963336,-11.384686310929236,,,,,,7.320278991059906e-37,,0.43000000000000005,,2696.0388112078845,True
606,HD 129445 b,HD 129445,221.5104196,-68.7629901,67.4386,1.18,5646.0,2.9,0.7,52.0,13.3,,1840.0,0.09,1,2009,3.8660861494941807,-1.2001405807612648,-18.292593725643467,-16.18985127921017,-62.85884583975118,0.28603877677367767,0.4120816918460671,0.3490602343098724,0.0630214575361947,0.0,1.4053804777628923e-33,,0.30000000000000004,,64.39530565080209,True
607,HD 130322 b,HD 130322,221.8857975,-0.2820782,31.8766,0.85,5387.0,0.0925,0.029,,13.7,720.0,10.70871,-0.235,1,1999,3.8726377297884027,-0.004923193338099069,-23.731110042372674,-21.282091425110803,-0.1569340308026603,,,,,,9.469379172715915e-36,4.957088769409175e-39,0.971,,155973.75750854152,True
608,HD 131496 b,HD 131496,223.3461495,18.2352618,131.849,4.44,4846.0,2.01,0.181,,13.4,,896.0,0.991,1,2011,3.898125680426487,0.31826535837314773,-91.06795568027098,-85.95669531506405,41.258123802827456,0.9491623100972199,1.3674104434129195,1.1582863767550697,0.20912406665784983,0.0,4.0873349728658875e-34,,0.819,,503.99907756802185,True
609,HD 13167 b,HD 13167,32.057635,-24.695575,148.934,2.39,5671.0,4.1,0.563,,13.1,,2613.0,0.96,1,2018,0.5595112811525723,-0.4310190944231987,114.67937407835024,71.82012844593237,-62.224164654960106,0.9341987329938275,1.3458531698209062,1.1400259514073667,0.20582721841353935,0.0,1.6123987480502325e-32,,0.43700000000000006,,26.289539101683502,True
610,HD 13189 b,HD 13189,32.4173964,32.3164548,497.823,38.41,4175.0,1.25,0.27,,12.4,,471.60001,2.636,1,2005,0.5657903021041567,0.5640285388319256,355.1524270257096,225.53787470541454,266.1337257472505,1.548019262271512,2.230153561004349,1.8890864116379305,0.34106714936641835,0.0,6.019280276816486e-29,,0.73,,5858.170983317818,True
611,HD 132406 b,HD 132406,224.2276121,53.3809615,70.7832,1.34,5766.0,1.98,0.25,122.0,12.8,,908.0,0.26,1,2007,3.9135101050296766,0.931673536055331,-30.254912806698187,-29.44999932435004,56.81196346804844,0.4861724348043977,0.7004041959724749,0.5932883153884363,0.10711588058403862,0.0,5.813238884889546e-31,,0.75,,149.7748076225977,True
612,HD 132563 b,HD 132563,224.5892892,44.0428571,105.155,1.3,6289.0,2.62,0.22,,13.6,,1544.0,0.374,3,2011,3.9198225612537416,0.7686928683803614,-53.83020130584866,-53.06394361416949,73.10336066477417,0.58309518948453,0.8400359381350839,0.711565563809807,0.12847037432527697,0.0,3.355088856231146e-35,,0.78,,41.18149259525331,True
613,HD 133131 A b,HD 133131 A,225.8984524,-27.8431369,51.4736,0.96,5799.0,1.44,0.33,,13.6,,649.0,-0.017,2,2016,3.9426717695396865,-0.48595441298852715,-31.674992089119904,-32.68428966005218,-24.040873164924715,,,,,,3.355088856231146e-35,,0.6699999999999999,,310.2603027696163,True
614,HD 133131 A c,HD 133131 A,225.8984524,-27.8431369,51.4736,0.96,5799.0,4.49,0.49,,14.3,,3568.0,-0.017,2,2016,3.9426717695396865,-0.48595441298852715,-31.674992089119904,-32.68428966005218,-24.040873164924715,,,,,,3.879935876284341e-39,,0.51,,35.28196561186571,True
615,HD 133131 B b,HD 133131 B,225.8999745,-27.8415947,51.2993,0.99,5805.0,6.15,0.61,,13.3,,5769.0,-0.009,2,2016,3.9426983351962313,-0.4859274965208029,-31.567317607297248,-32.57491577440013,-23.958244966206504,,,,,,1.4053804777628923e-33,,0.39,,17.418091254852964,True
616,HD 134060 b,HD 134060,227.6847587,-61.4223747,24.0125,1.16,5966.0,0.0444,0.45,,3.16,,3.2696,0.158,1,2019,3.973848695923804,-1.0720226729086644,-7.732719886931906,-8.493608168254589,-21.0870533665661,0.37899388337592416,0.5459974428027752,0.46249566308934964,0.08350177971342551,0.0,0.09702370004128698,,0.55,,118208.70177343002,True
617,HD 134060 c,HD 134060,227.6847587,-61.4223747,24.0125,1.16,5966.0,2.3928,0.11,,5.91,,1291.5646,0.158,1,2019,3.973848695923804,-1.0720226729086644,-7.732719886931906,-8.493608168254589,-21.0870533665661,0.37899388337592416,0.5459974428027752,0.46249566308934964,0.08350177971342551,0.0,5.8209329987818894e-06,,0.89,,142.3650498194482,True
618,HD 134606 b,HD 134606,228.8103897,-70.5203328,26.7909,1.16,5576.0,0.1046,0.092,,2.97,,12.089,0.065,1,2024,3.9934946630363206,-1.2308119969621518,-5.883528105295653,-6.723159512799252,-25.257385969447693,0.24308621740219885,0.35020209798623747,0.29664415769421815,0.05355794029201931,0.0,0.14363929754814556,,0.908,,15114.399645586753,True
619,HD 134606 c,HD 134606,228.8103897,-70.5203328,26.7909,1.16,5576.0,0.3007,0.055,,3.37,,58.883,0.065,1,2024,3.9934946630363206,-1.2308119969621518,-5.883528105295653,-6.723159512799252,-25.257385969447693,0.24308621740219885,0.35020209798623747,0.29664415769421815,0.05355794029201931,0.924271876706464,0.06029838248920929,,0.945,,2354.693133425823,True
620,HD 134606 d,HD 134606,228.8103897,-70.5203328,26.7909,1.16,5576.0,1.941,0.092,,7.59,,966.5,0.065,1,2024,3.9934946630363206,-1.2308119969621518,-5.883528105295653,-6.723159512799252,-25.257385969447693,0.24308621740219885,0.35020209798623747,0.29664415769421815,0.05355794029201931,0.0,3.712854285229417e-10,,0.908,,286.6644595827543,True
621,HD 134606 e,HD 134606,228.8103897,-70.5203328,26.7909,1.16,5576.0,0.0527,0.2,,1.33,,4.3203,0.065,1,2024,3.9934946630363206,-1.2308119969621518,-5.883528105295653,-6.723159512799252,-25.257385969447693,0.24308621740219885,0.35020209798623747,0.29664415769421815,0.05355794029201931,0.0,0.9470058579669858,,0.8,,11940.525029687966,True
622,HD 134606 f,HD 134606,228.8103897,-70.5203328,26.7909,1.16,5576.0,0.1784,0.081,,2.24,,26.915,0.065,1,2024,3.9934946630363206,-1.2308119969621518,-5.883528105295653,-6.723159512799252,-25.257385969447693,0.24308621740219885,0.35020209798623747,0.29664415769421815,0.05355794029201931,0.0,0.4635690174959984,,0.919,,2955.613954810884,True
623,HD 134987 b,HD 134987,228.3675397,-25.3096721,26.1804,1.22,5736.0,0.81,0.23,,13.5,,258.17999,0.255,1,1999,3.985765472443864,-0.44173711074514754,-15.723400841569568,-17.68949684592454,-11.192395251837516,0.4814750064314676,0.6936368469679924,0.58755592669973,0.10608092026826241,0.0,1.1769109439216723e-34,,0.77,,6032.0454506344095,True
624,HD 134987 c,HD 134987,228.3675397,-25.3096721,26.1804,1.25,5585.0,5.8,0.12,,13.9,,5000.0,0.255,1,2009,3.985765472443864,-0.44173711074514754,-15.723400841569568,-17.68949684592454,-11.192395251837516,0.4814750064314676,0.6936368469679924,0.58755592669973,0.10608092026826241,0.0,7.320278991059906e-37,,0.88,,130.93057768090563,True
625,HD 135625 b,HD 135625,229.4511514,-45.9225871,56.518,1.36,6040.64,5.4,0.16,93.0,13.3,,4055.0,0.344,1,2023,4.004678064421997,-0.8015003459288745,-25.55891616662405,-29.874033999382174,-40.60256421694623,0.5592202363356253,0.8056404928835099,0.6824303646095676,0.12321012827394229,0.0,1.4053804777628923e-33,,0.84,,35.12529730491433,True
